security_code,security_name,board,listing_date,prediction_date,prediction_date_source,log_offline_oversubscription,first_day_return_pct,inquiry_announcement_date,inquiry_start_date,sw_level1_industry_code,sw_level2_industry_code,primary_underwriter,offline_market_value_threshold_10k_yuan,expected_fundraising_100m_yuan,log_expected_fundraising,industry_pe_at_ipo_factor,comparable_pe_avg_ex_nonrecurring_factor,latest_revenue_100m_yuan,log_latest_revenue,revenue_cagr_3y_pct,issue_pb_factor,board_turnover_ma20,board_turnover_pct_rank_1y,board_turnover_ma20_over_ma60,board_return_ma20,underwriter_prior_ipo_count,underwriter_prior_log_oversub_mean,underwriter_prior_first_day_return_mean,underwriter_prior_break_rate,sw_l1_prior_ipo_count,sw_l1_prior_log_oversub_mean,sw_l1_prior_first_day_return_mean,sw_l1_prior_break_rate
920533.BJ,骏创科技,北交所,2022-05-24,2022-05-24,listing_date,,3.2,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,
688287.SH,退市观典,科创板,2022-05-25,2022-05-25,listing_date,,-23.6288848263254,,,1000042212000000,1000042328000000,中信证券股份有限公司,,,,41.26,154.45,1.797682,1.028791217175336,31.11,5.62,348.8595,0.17063492063492064,-0.07517025002109756,4.99,73.0,7.7498891858444034,187.51848060996204,0.1506849315068493,22.0,7.785226065446946,176.50892406244446,0.09090909090909091
301191.SZ,菲菱科思,创业板,2022-05-26,2022-05-26,listing_date,,25.0277777777778,,,1000042215000000,1000042343000000,国信证券股份有限公司,,9.6048,2.3613067288100518,31.13,26.81,22.078252,3.1388907022032826,,2.78,1589.4785,0.051587301587301584,-0.16670458793128673,2.530000000000001,21.0,7.5577742337301075,194.41890979380335,0.09523809523809523,11.0,7.872902457934384,238.46826484973496,0.0
301286.SZ,侨源股份,创业板,2022-06-14,2022-05-26,inquiry_start_date,7.8728182320076066,71.377882909521,2022-05-24,2022-05-26,1000042190000000,1000042229000000,中信建投证券股份有限公司,6000.0,10.510574,2.4432660911688804,19.65,54.66,8.32571405,2.2327755363248025,,4.69,1589.4785,0.051587301587301584,-0.16670458793128673,2.530000000000001,60.0,7.619641725679586,191.89207967255615,0.06666666666666667,52.0,7.926503971657852,152.31814225937944,0.11538461538461539
920267.BJ,鑫汇科,北交所,2022-05-27,2022-05-27,listing_date,,-11.1768573307035,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,
301238.SZ,瑞泰新材,创业板,2022-06-17,2022-06-01,inquiry_start_date,7.304699722443868,84.8279457768509,2022-05-30,2022-06-01,1000042210000000,1000042320000000,中信证券股份有限公司,6000.0,13.282637,2.6590446037287117,17.15,28.71,52.03099208,3.970876498875236,,2.37,1531.0785,0.003968253968253968,-0.16665765573386515,10.690000000000001,73.0,7.7498891858444034,187.51848060996204,0.1506849315068493,65.0,7.835857383161465,177.77605187587707,0.015384615384615385
920271.BJ,邦德股份,北交所,2022-06-02,2022-06-02,listing_date,,27.8571428571428,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,
301220.SZ,亚香股份,创业板,2022-06-22,2022-06-07,inquiry_start_date,7.297548488574802,36.1311839911062,2022-06-01,2022-06-07,1000042190000000,1000042229000000,平安证券股份有限公司,6000.0,5.847019,1.9238133750730049,17.38,28.86,6.210318,1.9755130557333966,,2.07,1526.5115,0.011904761904761904,-0.15743749224966075,13.120000000000001,2.0,7.59766417976971,155.2482753735955,0.0,53.0,7.925491033173886,150.79096755466512,0.11320754716981132
301302.SZ,华如科技,创业板,2022-06-23,2022-06-08,inquiry_start_date,7.7145420786470185,28.8487411108976,2022-06-02,2022-06-08,1000042212000000,1000042331000000,中信证券股份有限公司,6000.0,8.967856,2.2993655157128203,42.13,71.87,6.864178,2.062318017380157,46.49,2.46,1552.395,0.023809523809523808,-0.1403390182164469,12.700000000000003,74.0,7.743873112014666,186.13077067978486,0.14864864864864866,22.0,7.785226065446946,176.50892406244446,0.09090909090909091
688349.SH,三一重能,科创板,2022-06-22,2022-06-08,inquiry_start_date,7.333642822265887,37.4496644295302,2022-06-02,2022-06-08,1000042210000000,1000042319000000,中信证券股份有限公司,6000.0,31.720072,3.487988712221123,30.12,21.87,101.747075,4.632270385817862,,3.77,411.52649999999994,0.34523809523809523,0.07422088109153657,18.930000000000003,75.0,7.743482031569764,184.0336769521997,0.14666666666666667,66.0,7.827809539817259,176.36774723801304,0.015151515151515152
920223.BJ,荣亿精密,北交所,2022-06-09,2022-06-09,listing_date,,40.1869158878505,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,
301112.SZ,信邦智能,创业板,2022-06-29,2022-06-10,inquiry_start_date,8.021604756494218,113.439883763167,2022-06-02,2022-06-10,1000042211000000,1000042326000000,中信证券股份有限公司,6000.0,7.659843,2.1586965930797515,30.31,91.38,5.171606,1.819959095781478,,2.57,1539.6645,0.023809523809523808,-0.13697774374761074,5.9300000000000015,77.0,7.734529620274781,180.3672355083923,0.14285714285714285,108.0,7.871704509723429,164.20083626611162,0.09259259259259259
688047.SH,龙芯中科,科创板,2022-06-24,2022-06-10,inquiry_start_date,7.463985571159945,48.3016983016983,2022-06-07,2022-06-10,1000042193000000,1000042243000000,中信证券股份有限公司,6000.0,35.543901,3.598514304966828,25.93,79.87,12.01254,2.565913507903702,57.28,6.32,428.22950000000003,0.3968253968253968,0.10822380679622379,10.770000000000003,76.0,7.738089410394713,182.10493994532249,0.14473684210526316,101.0,7.612815453452696,162.1315277646747,0.0891089108910891
688297.SH,中无人机,科创板,2022-06-29,2022-06-10,inquiry_start_date,7.213478428110437,76.1978361669243,2022-06-07,2022-06-10,1000042212000000,1000042328000000,中信建投证券股份有限公司,6000.0,18.101927,2.949789220015881,39.42,87.84,24.757388,3.2487214985795494,213.97,4.07,428.22950000000003,0.3968253968253968,0.10822380679622379,10.770000000000003,61.0,7.623792160209554,189.91643710267033,0.06557377049180328,23.0,7.782152848629558,170.0889161080294,0.08695652173913043
920299.BJ,灿能电力,北交所,2022-06-10,2022-06-10,listing_date,,-0.172413793103445,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,
301239.SZ,普瑞眼科,创业板,2022-07-05,2022-06-14,inquiry_start_date,7.89003507944105,56.6716196136701,2022-06-10,2022-06-14,1000042199000000,1000042279000000,海通证券股份有限公司,6000.0,4.459459,1.697349700598561,48.96,70.01,17.10020924,2.895923498425956,,2.46,1573.022,0.047619047619047616,-0.10603339455627614,7.650000000000002,49.0,7.765579652645718,150.86584622984148,0.10204081632653061,116.0,7.711274699721157,164.2600384037163,0.1206896551724138
920491.BJ,奥迪威,北交所,2022-06-14,2022-06-14,listing_date,,-7.45454545454546,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,
301233.SZ,盛帮股份,创业板,2022-07-06,2022-06-16,inquiry_start_date,8.199762174647054,37.5963391136802,2022-06-09,2022-06-16,1000042194000000,1000042249000000,国金证券股份有限公司,6000.0,2.809761,1.3375664575122297,24.92,41.52,3.11819326,1.415414538053204,11.9,2.63,1634.5794999999998,0.10714285714285714,-0.06444681609733338,7.800000000000002,23.0,8.032326773272127,148.5418629651863,0.043478260869565216,22.0,8.030066711897348,214.33925125831175,0.045454545454545456
301156.SZ,美农生物,创业板,2022-06-17,2022-06-17,listing_date,,47.06132879046,,,1000042190000000,1000042229000000,中泰证券股份有限公司,,4.696,1.7397641741096745,31.73,31.87,5.462547,1.8660235125353741,,2.58,1661.3065,0.12301587301587301,-0.041032780507252564,8.530000000000001,9.0,8.211494150554467,131.84793103256752,0.0,54.0,7.913862467533162,148.66763822941402,0.1111111111111111
688237.SH,超卓航科,科创板,2022-07-01,2022-06-17,inquiry_start_date,8.03305643030938,68.4031984492367,2022-06-14,2022-06-17,1000042212000000,1000042328000000,中航证券有限公司,6000.0,3.95084,1.5995572591533938,40.14,104.35,1.413058,0.8808948228231489,66.08,3.0,474.26000000000005,0.5634920634920635,0.22845500271329366,10.110000000000003,1.0,7.7029566202275,292.989289191821,0.0,24.0,7.758458081107928,166.17678777715003,0.08333333333333333
920564.BJ,天润科技,北交所,2022-06-17,2022-06-17,listing_date,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,
688400.SH,凌云光,科创板,2022-07-06,2022-06-20,inquiry_start_date,7.866146918418516,55.4035567715458,2022-06-15,2022-06-20,1000042211000000,1000042323000000,中国国际金融股份有限公司,6000.0,16.892094,2.884358939301491,31.32,113.17,24.361199,3.2332204076312108,,2.79,481.55249999999995,0.5912698412698413,0.25210231884522716,9.150000000000002,41.0,7.3776684876706975,142.12638781936428,0.17073170731707318,109.0,7.873079741345179,163.735139454158,0.09174311926605505
920378.BJ,泰德股份,北交所,2022-06-20,2022-06-20,listing_date,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,
301139.SZ,*ST元道,创业板,2022-07-08,2022-06-22,inquiry_start_date,7.8789226812763,-1.53406136245451,2022-06-20,2022-06-22,1000042215000000,1000042342000000,华融证券股份有限公司,6000.0,9.46356,2.3478987449010984,43.59,35.2,16.245083,2.8475270593664943,,2.72,1754.0404999999998,0.16666666666666666,0.02904370665422129,9.560000000000002,0.0,,,,11.0,7.872902457934384,238.46826484973496,0.0
301175.SZ,中科环保,创业板,2022-07-08,2022-06-22,inquiry_start_date,7.676434378117009,110.20942408377,2022-06-17,2022-06-22,1000042218000000,1000042349000000,中信证券股份有限公司,6000.0,12.426063,2.5971978178934547,36.38,15.77,15.0980148,2.778695960039985,,1.88,1754.0404999999998,0.16666666666666666,0.02904370665422129,9.560000000000002,78.0,7.738210070739132,179.50919253729967,0.14102564102564102,29.0,8.054764015499096,159.1964514838305,0.06896551724137931
301289.SZ,国缆检测,创业板,2022-06-22,2022-06-22,listing_date,,44.769001490313,,,1000042204000000,1000042295000000,国泰君安证券股份有限公司,,5.0325,1.7971615185170497,29.2,51.08,2.185468,1.1585992170051924,,2.45,1754.0404999999998,0.16666666666666666,0.02904370665422129,9.560000000000002,34.0,7.681281362908769,102.84712111190478,0.08823529411764706,5.0,8.119160353376571,265.7151753903276,0.0
688322.SH,奥比中光-W,科创板,2022-07-07,2022-06-23,inquiry_start_date,7.507614169340684,38.8512423362375,2022-06-20,2022-06-23,1000042193000000,1000042245000000,中信建投证券股份有限公司,6000.0,19.452113,3.018086202334506,26.57,,4.741527,1.7477252028268988,,3.59,500.7585,0.6587301587301587,0.28839983842209405,9.740000000000002,62.0,7.6171741967886,188.0822661198357,0.06451612903225806,102.0,7.61135633695963,161.01554904444941,0.08823529411764706
688053.SH,ST思科瑞,科创板,2022-07-08,2022-06-24,inquiry_start_date,7.624943396423323,-3.11543309922565,2022-06-21,2022-06-24,1000042212000000,1000042331000000,中国银河证券股份有限公司,6000.0,7.543075,2.1451210132483514,29.57,57.48,2.220583,1.1695623990682966,45.76,3.54,512.323,0.6825396825396826,0.3101477121180023,11.190000000000003,5.0,7.680315051461752,237.3857484393083,0.0,25.0,7.7694420150759855,162.2658442040335,0.08
920943.BJ,优机股份,北交所,2022-06-24,2022-06-24,listing_date,,6.28571428571429,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,
688353.SH,华盛锂电,科创板,2022-07-13,2022-06-29,inquiry_start_date,7.658459652192525,14.133197763091,2022-06-24,2022-06-29,1000042210000000,1000042320000000,华泰联合证券有限责任公司,6000.0,8.867983,2.289295475925456,18.91,24.91,10.137251,2.4102954356446515,,3.01,555.8195000000001,0.7738095238095238,0.37539762765842966,13.490000000000004,52.0,7.766894684754675,143.43183297041634,0.11538461538461539,67.0,7.820433917167239,174.29434301699092,0.014925373134328358
688332.SH,中科蓝讯,科创板,2022-07-15,2022-07-01,inquiry_start_date,7.55938339921123,-29.8494435958979,2022-06-28,2022-07-01,1000042193000000,1000042243000000,中国国际金融股份有限公司,6000.0,17.566246,2.9213452009168908,27.4,86.48,11.24,2.50470927708418,31.85,3.18,569.7425000000001,0.8452380952380952,0.3787878848990387,8.380000000000003,42.0,7.389298926498027,140.06155850870195,0.16666666666666666,103.0,7.610349131448766,159.8294878142726,0.08737864077669903
301234.SZ,五洲医疗,创业板,2022-07-05,2022-07-05,listing_date,,78.9553945863515,,,1000042199000000,1000042278000000,光大证券股份有限公司,,4.4591,1.6972839410051697,31.42,30.43,5.129633,1.81313487866158,,2.73,2061.682,0.25,0.1834747209957568,9.27,12.0,7.768966043308693,207.56379165903772,0.0,117.0,7.71280256621449,163.34047926875863,0.11965811965811966
920870.BJ,恒进感应,北交所,2022-07-05,2022-07-05,listing_date,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,
688231.SH,隆达股份,科创板,2022-07-22,2022-07-06,inquiry_start_date,7.791411201351449,-4.3756397134084,2022-07-01,2022-07-06,1000042192000000,1000042238000000,华英证券有限责任公司,6000.0,12.105227,2.5730111582583164,26.34,76.68,7.257775,2.111155180786099,,3.57,544.6865,0.7142857142857143,0.28429619947836215,-0.2799999999999977,2.0,8.19308538681166,61.50712603540665,0.0,9.0,8.224534332018482,238.42670501185543,0.0
688375.SH,国博电子,科创板,2022-07-22,2022-07-06,inquiry_start_date,7.692139080934625,35.426072234763,2022-07-01,2022-07-06,1000042212000000,1000042331000000,招商证券股份有限公司,6000.0,27.679359,3.356177665411918,27.48,74.09,25.09,3.261552099148637,,5.36,544.6865,0.7142857142857143,0.28429619947836215,-0.2799999999999977,25.0,7.724044896866719,163.55878531462716,0.0,26.0,7.763884375897037,155.90502584621584,0.11538461538461539
920821.BJ,则成电子,北交所,2022-07-06,2022-07-06,listing_date,,-7.12962962962964,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,
301208.SZ,中亦科技,创业板,2022-07-07,2022-07-07,listing_date,,22.4489795918367,,,1000042213000000,1000042333000000,中信建投证券股份有限公司,,7.676682,2.160639197528505,43.59,38.46,11.826214,2.551491045446361,,2.48,2084.3315,0.2698412698412698,0.1889847586204798,7.76,63.0,7.615435148733871,185.71351971057226,0.06349206349206349,62.0,7.470750903872477,134.41655427396933,0.08064516129032258
301306.SZ,西测测试,创业板,2022-07-26,2022-07-11,inquiry_start_date,8.189064831635193,29.5628036086051,2022-07-06,2022-07-11,1000042212000000,1000042331000000,长江证券承销保荐有限公司,6000.0,5.038827,1.7982097877884196,30.11,63.06,2.45532,1.2399150723229073,,3.13,2128.0240000000003,0.31746031746031744,0.20515617535995,9.06,18.0,8.151626522446763,191.24535978165557,0.05555555555555555,27.0,7.761227142750282,151.44284237912498,0.1111111111111111
301312.SZ,智立方,创业板,2022-07-11,2022-07-11,listing_date,,20.268215125121,,,1000042211000000,1000042326000000,民生证券股份有限公司,,7.403475,2.1286453107791456,31.87,26.5,5.4852,1.869522657693777,,2.94,2128.0240000000003,0.31746031746031744,0.20515617535995,9.06,40.0,8.089349757929597,179.26766483410867,0.075,110.0,7.873016715682209,162.7503068843161,0.09090909090909091
688382.SH,益方生物-U,科创板,2022-07-25,2022-07-11,inquiry_start_date,6.81504321116002,-15.6181015452539,2022-07-06,2022-07-11,1000042199000000,1000042274000000,中信证券股份有限公司,6000.0,25.110066,3.2623209104749815,26.43,,,,,3.91,538.5995,0.6865079365079365,0.235438964303901,1.6100000000000019,79.0,7.737428099946447,178.63198027839422,0.13924050632911392,117.0,7.71280256621449,163.34047926875863,0.11965811965811966
920639.BJ,晨光电缆,北交所,2022-07-12,2022-07-12,listing_date,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,
301269.SZ,华大九天,创业板,2022-07-29,2022-07-13,inquiry_start_date,7.86811571784449,129.427959620679,2022-07-11,2022-07-13,1000042213000000,1000042334000000,中信证券股份有限公司,6000.0,26.348201,3.308650749739326,44.93,119.33,5.79302,1.9158956144121029,,3.98,2124.1625,0.31746031746031744,0.19773085708453775,5.18,80.0,7.725898288836618,176.2038542555986,0.15,62.0,7.470750903872477,134.41655427396933,0.08064516129032258
920062.BJ,科润智控,北交所,2022-07-13,2022-07-13,listing_date,,-1.16279069767441,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,
688253.SH,英诺特,科创板,2022-07-28,2022-07-14,inquiry_start_date,8.125387911598995,26.6308518802763,2022-07-11,2022-07-14,1000042199000000,1000042278000000,华泰联合证券有限责任公司,6000.0,12.955383,2.6358653119717546,26.52,27.0,3.269067,1.4513953021947141,53.91,2.3,538.0894999999999,0.6706349206349206,0.20749171109544418,0.13000000000000173,53.0,7.764848740744068,140.9922360797121,0.11320754716981132,118.0,7.70519443608691,161.823881126267,0.1271186440677966
301195.SZ,北路智控,创业板,2022-08-01,2022-07-15,inquiry_start_date,7.70856781701018,-5.53604046648869,2022-07-12,2022-07-15,1000042213000000,1000042334000000,华泰联合证券有限责任公司,6000.0,7.376264,2.125401991696176,44.88,62.61,5.781697,1.914227365618991,39.78,3.24,2100.8405000000002,0.2976190476190476,0.17951999080716807,7.55,54.0,7.771525392056196,138.87443266861143,0.1111111111111111,63.0,7.477058281872033,134.3373702318536,0.07936507936507936
688130.SH,晶华微,科创板,2022-07-29,2022-07-15,inquiry_start_date,7.570430056094019,-7.66910130200063,2022-07-12,2022-07-15,1000042193000000,1000042243000000,海通证券股份有限公司,6000.0,8.774502,2.279777158282063,44.88,89.42,1.734112,1.0058067030808318,70.25,3.27,541.2055,0.6984126984126984,0.20509890602535918,0.7800000000000018,50.0,7.768068761181625,148.98196169751805,0.1,104.0,7.609859076331099,158.00565193532867,0.09615384615384616
920725.BJ,惠丰钻石,北交所,2022-07-18,2022-07-18,listing_date,,3.61958836053939,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,
301308.SZ,江波龙,创业板,2022-08-05,2022-07-19,inquiry_start_date,7.486567740352652,77.8336626549308,2022-07-15,2022-07-19,1000042193000000,1000042243000000,中信建投证券股份有限公司,6000.0,16.531323,2.8639891667071704,27.6,40.0,97.48816656,4.589936404514382,30.54,3.5,2089.6715,0.28174603174603174,0.1592426643954019,3.6100000000000003,63.0,7.615435148733871,185.71351971057226,0.06349206349206349,106.0,7.609437188939993,155.49907018862035,0.10377358490566038
688371.SH,菲沃泰,科创板,2022-08-02,2022-07-19,inquiry_start_date,7.604568033111056,57.982740021575,2022-07-14,2022-07-19,1000042193000000,1000042248000000,中国国际金融股份有限公司,6000.0,17.825283,2.935200806773491,27.6,103.97,4.104002,1.6300249378919418,69.5,3.29,540.7235000000001,0.6904761904761905,0.1846986182768393,-1.1199999999999983,43.0,7.393254379351823,136.11013985510658,0.18604651162790697,105.0,7.60948356185265,156.42779714259223,0.10476190476190476
301095.SZ,广立微,创业板,2022-08-05,2022-07-21,inquiry_start_date,7.701903822886016,155.775862068965,2022-07-18,2022-07-21,1000042213000000,1000042334000000,中国国际金融股份有限公司,6000.0,11.717697,2.5429944880607005,44.94,260.18,1.981264,1.0923473716602594,,3.81,2088.736,0.28174603174603174,0.14953587607878926,5.05,44.0,7.398056962391805,134.33451713161725,0.18181818181818182,64.0,7.480675618358566,132.15184818969203,0.09375
301197.SZ,工大科雅,创业板,2022-08-08,2022-07-21,inquiry_start_date,8.191596892785272,46.9803921568627,2022-07-19,2022-07-21,1000042211000000,1000042322000000,中信建投证券股份有限公司,6000.0,6.726576,2.044665814920982,44.94,20.67,4.033389,1.616093514694261,,2.43,2088.736,0.28174603174603174,0.14953587607878926,5.05,64.0,7.613421595477915,184.02789694407784,0.0625,110.0,7.873016715682209,162.7503068843161,0.09090909090909091
301121.SZ,紫建电子,创业板,2022-08-08,2022-07-22,inquiry_start_date,7.998493112009775,45.3577861470444,2022-07-15,2022-07-22,1000042210000000,1000042320000000,国金证券股份有限公司,6000.0,6.020437,1.9488254668124754,37.03,139.87,7.990374,2.196154449397954,,2.73,2081.1074999999996,0.2619047619047619,0.14052796428101333,1.87,24.0,8.039303248329416,143.9191328047069,0.041666666666666664,68.0,7.818051942682316,171.93903205737473,0.014705882352941176
688373.SH,盟科药业-U,科创板,2022-08-05,2022-07-22,inquiry_start_date,7.583259737969232,33.3333333333333,2022-07-19,2022-07-22,1000042199000000,1000042274000000,中国国际金融股份有限公司,6000.0,13.509495,2.6748032627067024,26.53,,0.0766,0.07380792714471986,,3.82,543.027,0.7103174603174603,0.1604909865178883,2.040000000000002,45.0,7.4048091148472315,134.8109914635583,0.17777777777777778,119.0,7.708725473696255,160.68780525025028,0.12605042016806722
688380.SH,中微半导,科创板,2022-08-05,2022-07-22,inquiry_start_date,7.51829761406156,82.1127673363578,2022-07-19,2022-07-22,1000042193000000,1000042243000000,中信证券股份有限公司,6000.0,8.565277,2.258139562221976,27.7,51.33,11.090305,2.4924038917692055,112.84,3.95,543.027,0.7103174603174603,0.1604909865178883,2.040000000000002,81.0,7.7276540595651095,175.6263740749206,0.14814814814814814,107.0,7.608288876336372,154.77322525839898,0.102803738317757
920871.BJ,派特尔,北交所,2022-07-22,2022-07-22,listing_date,,1.96428571428572,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,
301318.SZ,维海德,创业板,2022-08-10,2022-07-26,inquiry_start_date,8.165832984921067,14.4094001236858,2022-07-19,2022-07-26,1000042213000000,1000042332000000,方正证券承销保荐有限责任公司,6000.0,5.686349,1.9000679852595965,27.69,36.85,6.002254,1.9462320972244394,30.6,2.82,2022.8029999999999,0.20634920634920634,0.1063630365467172,-2.3499999999999996,3.0,7.950957197307065,144.55035502134572,0.0,65.0,7.48407912919745,132.51529455706546,0.09230769230769231
688205.SH,德科立,科创板,2022-08-09,2022-07-26,inquiry_start_date,7.726078543588823,25.7884972170687,2022-07-21,2022-07-26,1000042215000000,1000042343000000,国泰君安证券股份有限公司,6000.0,11.154092,2.497665903208951,27.69,28.01,7.31,2.1174596088673567,37.37,2.69,535.1814999999999,0.6428571428571429,0.12829968439405537,-1.2499999999999987,34.0,7.681281362908769,102.84712111190478,0.08823529411764706,12.0,7.873404143212876,218.46807099871918,0.08333333333333333
301132.SZ,满坤科技,创业板,2022-08-10,2022-07-27,inquiry_start_date,8.1540672846877,67.2761194029851,2022-07-22,2022-07-27,1000042193000000,1000042244000000,中泰证券股份有限公司,6000.0,11.098148,2.4930523830369076,27.68,39.16,11.893368,2.5567130706413943,,2.59,1981.407,0.1984126984126984,0.0862748681268577,-2.4499999999999997,9.0,8.211494150554467,131.84793103256752,0.0,108.0,7.607455623907902,154.10044324060232,0.10185185185185185
688273.SH,麦澜德,科创板,2022-08-11,2022-07-28,inquiry_start_date,7.974089283968797,9.38198064035741,2022-07-22,2022-07-28,1000042199000000,1000042278000000,南京证券股份有限公司,6000.0,6.712709,2.0428694877298166,34.72,37.74,3.416425,1.4853305452859609,,3.16,523.0274999999999,0.626984126984127,0.09242060785937523,3.410000000000001,3.0,7.557540248915738,268.575475017067,0.0,120.0,7.70767992589853,159.62651798427595,0.125
301338.SZ,凯格精机,创业板,2022-08-16,2022-07-29,inquiry_start_date,8.104019972000794,73.1059788473991,2022-07-27,2022-07-29,1000042211000000,1000042323000000,国信证券股份有限公司,6000.0,5.731794,1.906841675741531,34.77,60.52,7.973537,2.1942799127304906,24.41,2.77,1939.1695000000004,0.19047619047619047,0.05995066749919986,-0.6099999999999998,21.0,7.5577742337301075,194.41890979380335,0.09523809523809523,111.0,7.875886807367822,161.70733467956427,0.09009009009009009
688041.SH,海光信息,科创板,2022-08-12,2022-07-29,inquiry_start_date,7.0989700073732065,66.9444444444445,2022-07-26,2022-07-29,1000042193000000,1000042243000000,中信证券股份有限公司,6000.0,93.650795,4.550194276986143,27.66,117.73,23.104153,3.1823841493020466,146.85,5.23,525.3375,0.6309523809523809,0.08909914386153073,3.410000000000001,82.0,7.72510093218092,174.48596423664543,0.14634146341463414,109.0,7.612470409786616,153.3038898108994,0.10091743119266056
301300.SZ,远翔新材,创业板,2022-08-19,2022-08-01,inquiry_start_date,8.299575121474586,59.612724757953,2022-07-27,2022-08-01,1000042190000000,1000042232000000,九州证券股份有限公司,6000.0,3.216562,1.4390201040629578,19.28,28.34,4.0495,1.6192892284844747,20.97,2.9,1943.718,0.1984126984126984,0.05997180633076038,-0.8299999999999998,0.0,,,,54.0,7.913862467533162,148.66763822941402,0.1111111111111111
301171.SZ,易点天下,创业板,2022-08-19,2022-08-02,inquiry_start_date,8.095492903098823,45.2145214521452,2022-07-28,2022-08-02,1000042214000000,1000042336000000,中信证券股份有限公司,6000.0,14.17172,2.719433168607582,27.51,21.32,34.249324,3.5624463517694265,,2.97,1942.387,0.19444444444444445,0.053625564260388225,-0.31999999999999984,83.0,7.717557186098899,173.1902832752936,0.14457831325301204,4.0,8.233811192446243,742.7391835490289,0.25
301330.SZ,熵基科技,创业板,2022-08-17,2022-08-02,inquiry_start_date,7.696969898008224,26.7313019390582,2022-07-28,2022-08-02,1000042213000000,1000042332000000,瑞银证券有限责任公司,6000.0,14.605297,2.747610407903052,27.64,29.59,19.552865,3.0230003472831224,5.68,2.27,1942.387,0.19444444444444445,0.053625564260388225,-0.31999999999999984,2.0,7.12810877130606,46.1889198371979,0.0,66.0,7.49440873307205,130.72581130807487,0.09090909090909091
301333.SZ,诺思格,创业板,2022-08-02,2022-08-02,listing_date,,14.1100405679513,,,1000042199000000,1000042279000000,中国国际金融股份有限公司,,11.832,2.5519420511241586,57.92,87.82,6.084258,1.9578751393590288,,3.13,1942.387,0.19444444444444445,0.053625564260388225,-0.31999999999999984,46.0,7.408688476219449,132.60495541724904,0.17391304347826086,121.0,7.709881656130516,158.38482759300393,0.12396694214876033
688203.SH,海正生材,科创板,2022-08-16,2022-08-02,inquiry_start_date,8.202711571010461,25.0,2022-07-28,2022-08-02,1000042190000000,1000042231000000,中信建投证券股份有限公司,6000.0,14.201864,2.721418051912541,11.52,83.66,5.85,1.9242486522741338,58.83,2.41,527.243,0.6388888888888888,0.07542488090620414,3.290000000000001,65.0,7.6223166000518745,181.9194737935053,0.06153846153846154,55.0,7.9208754248775515,147.04845798447838,0.10909090909090909
688292.SH,浩瀚深度,科创板,2022-08-18,2022-08-02,inquiry_start_date,8.192852528769189,20.1690821256039,2022-07-27,2022-08-02,1000042213000000,1000042332000000,国金证券股份有限公司,6000.0,4.788949,1.755950755246349,45.01,79.04,4.1,1.62924053973028,,2.74,527.243,0.6388888888888888,0.07542488090620414,3.290000000000001,25.0,8.03767084287663,139.97667893840037,0.04,67.0,7.497432034041246,129.1736544518209,0.08955223880597014
688401.SH,路维光电,科创板,2022-08-17,2022-08-03,inquiry_start_date,7.950382265445693,129.226475279107,2022-07-29,2022-08-03,1000042193000000,1000042243000000,国信证券股份有限公司,6000.0,4.805488,1.7588036770773616,27.66,154.33,4.935917,1.7810215232875393,50.37,2.73,534.089,0.6626984126984127,0.07512906779968098,2.900000000000001,22.0,7.582603585469684,188.90468565987587,0.09090909090909091,111.0,7.611651397614726,151.96247026665085,0.0990990990990991
688403.SH,汇成股份,科创板,2022-08-18,2022-08-03,inquiry_start_date,8.035060461120395,90.7657657657658,2022-07-29,2022-08-03,1000042193000000,1000042243000000,海通证券股份有限公司,6000.0,17.262097,2.9048277097559922,27.66,34.32,7.956999,2.192435237848528,42.07,2.73,534.089,0.6626984126984127,0.07512906779968098,2.900000000000001,51.0,7.764193492454417,145.91037222693924,0.11764705882352941,110.0,7.60780222431013,152.51880394393163,0.1
301278.SZ,快可电子,创业板,2022-08-04,2022-08-04,listing_date,,267.422502870264,,,1000042210000000,1000042318000000,海通证券股份有限公司,,5.5744,1.8831833191470082,36.92,,7.358688,2.1233014769815424,,2.52,1968.0965,0.21825396825396826,0.05031563959645258,-2.77,52.0,7.769402472621071,144.84989902576282,0.11538461538461539,69.0,7.820667032092859,170.10452124708007,0.014492753623188406
