security_code,security_name,board,listing_date,prediction_date,prediction_date_source,log_offline_oversubscription,first_day_return_pct,inquiry_announcement_date,inquiry_start_date,sw_level1_industry_code,sw_level2_industry_code,primary_underwriter,offline_market_value_threshold_10k_yuan,expected_fundraising_100m_yuan,log_expected_fundraising,industry_pe_at_ipo_factor,comparable_pe_avg_ex_nonrecurring_factor,latest_revenue_100m_yuan,log_latest_revenue,revenue_cagr_3y_pct,issue_pb_factor,board_turnover_ma20,board_turnover_pct_rank_1y,board_turnover_ma20_over_ma60,board_return_ma20,underwriter_prior_ipo_count,underwriter_prior_log_oversub_mean,underwriter_prior_first_day_return_mean,underwriter_prior_break_rate,sw_l1_prior_ipo_count,sw_l1_prior_log_oversub_mean,sw_l1_prior_first_day_return_mean,sw_l1_prior_break_rate
688001.SH,华兴源创,科创板,2019-07-22,2019-06-21,inquiry_start_date,5.6380959169990374,128.771640560594,2019-06-19,2019-06-21,1000042211000000,1000042322000000,华泰联合证券有限责任公司,6000.0,11.0085,2.4856147323716806,31.11,114.9,10.050835,2.4025059907196846,,5.43,,,,,0.0,,,,0.0,,,
688002.SH,睿创微纳,科创板,2019-07-22,2019-06-27,inquiry_start_date,5.608255671390708,151.0,2019-06-24,2019-06-27,1000042212000000,1000042331000000,中信证券股份有限公司,6000.0,5.160269,1.8181204454231417,30.58,126.71,3.841047,1.5771310196482917,,4.16,,,,,0.0,,,,0.0,,,
688003.SH,天准科技,科创板,2019-07-22,2019-06-27,inquiry_start_date,5.524329200404139,85.8823529411765,2019-06-24,2019-06-27,1000042211000000,1000042326000000,海通证券股份有限公司,6000.0,11.009308,2.4856820157807498,31.26,49.68,5.0828,1.8054651162841668,,3.18,,,,,0.0,,,,1.0,5.6380959169990374,128.771640560594,0.0
688006.SH,杭可科技,科创板,2019-07-22,2019-06-28,inquiry_start_date,5.586410854356912,99.1250455705432,2019-06-25,2019-06-28,1000042210000000,1000042320000000,国信证券股份有限公司,6000.0,6.515658,2.0169885775888403,31.3,90.56,11.093062,2.492631899722932,,5.69,,,,,0.0,,,,0.0,,,
688008.SH,澜起科技,科创板,2019-07-22,2019-07-03,inquiry_start_date,5.630305995376569,202.096774193548,2019-06-28,2019-07-03,1000042193000000,1000042243000000,中信证券股份有限公司,6000.0,23.55571,3.2009444137545144,30.93,85.16,17.576646,2.9219052004059876,,4.4,,,,,1.0,5.608255671390708,151.0,0.0,0.0,,,
688005.SH,容百科技,科创板,2019-07-22,2019-07-05,inquiry_start_date,5.812727159498906,86.0631104432757,2019-07-02,2019-07-05,1000042210000000,1000042320000000,中信证券股份有限公司,6000.0,16.968971,2.888646437052425,31.11,43.13,30.412601,3.4472091181450826,,3.77,,,,,2.0,5.619280833383638,176.54838709677398,0.0,1.0,5.586410854356912,99.1250455705432,0.0
688007.SH,光峰科技,科创板,2019-07-22,2019-07-05,inquiry_start_date,5.783104615091201,121.942857142857,2019-07-02,2019-07-05,1000042193000000,1000042247000000,华泰联合证券有限责任公司,6000.0,11.2752920227,2.507588463434266,31.11,112.02,13.857272,2.698489442355974,,4.44,,,,,1.0,5.6380959169990374,128.771640560594,0.0,4.0,5.833593326169084,221.95333939904225,0.0
688009.SH,中国通号,科创板,2019-07-22,2019-07-05,inquiry_start_date,4.963779857134553,109.74358974359,2019-07-02,2019-07-05,1000042211000000,1000042324000000,中国国际金融股份有限公司,6000.0,106.756576,4.679874757284005,37.96,72.3,400.126013,5.994275624824152,,1.58,,,,,0.0,,,,3.0,5.725367865985606,103.19779581372147,0.0
688010.SH,福光股份,科创板,2019-07-22,2019-07-05,inquiry_start_date,5.7026518357248275,92.9817605075337,2019-07-03,2019-07-05,1000042193000000,1000042245000000,兴业证券股份有限公司,6000.0,7.119169,2.0942278090350235,28.25,73.9,5.519971,1.8748699280759091,,2.29,,,,,0.0,,,,5.0,5.823495583953507,201.95124294780518,0.0
688011.SH,新光光电,科创板,2019-07-22,2019-07-05,inquiry_start_date,5.935006887682297,84.2215804673142,2019-07-03,2019-07-05,1000042212000000,1000042331000000,中信建投证券股份有限公司,6000.0,9.626582,2.3633585978444986,31.11,117.754,2.084099,1.1262595563531668,,3.27,,,,,1.0,6.013678480553638,94.9393939393939,0.0,1.0,5.608255671390708,151.0,0.0
688012.SH,中微公司,科创板,2019-07-22,2019-07-05,inquiry_start_date,5.8310322625809725,179.317476732161,2019-07-03,2019-07-05,1000042193000000,1000042243000000,海通证券股份有限公司,6000.0,11.059326,2.489838302506776,32.87,259.29,16.392883,2.856061099559258,,4.36,,,,,1.0,5.524329200404139,85.8823529411765,0.0,3.0,5.834447014031788,236.165293621336,0.0
688018.SH,乐鑫科技,科创板,2019-07-22,2019-07-05,inquiry_start_date,5.844609067481193,106.246006389776,2019-07-03,2019-07-05,1000042193000000,1000042243000000,招商证券股份有限公司,6000.0,11.317571,2.511026779576056,31.11,95.33,4.749202,1.749061062569366,,3.47,,,,,0.0,,,,2.0,5.829365987307085,301.124937237116,0.0
688019.SH,安集科技,科创板,2019-07-22,2019-07-05,inquiry_start_date,6.0284259792376025,400.153100280684,2019-07-03,2019-07-05,1000042193000000,1000042248000000,申万宏源证券承销保荐有限责任公司,6000.0,3.485375,1.5008221040556013,31.11,2526.29,2.478487,1.246597429131511,,2.53,,,,,0.0,,,,1.0,5.630305995376569,202.096774193548,0.0
688333.SH,铂力特,科创板,2019-07-22,2019-07-05,inquiry_start_date,6.013678480553638,94.9393939393939,2019-07-03,2019-07-05,1000042211000000,1000042322000000,中信建投证券股份有限公司,6000.0,7.613308,2.1533084490654955,29.1,85.19,2.914792,1.3647621990403116,,2.66,,,,,0.0,,,,2.0,5.581212558701589,107.32699675088526,0.0
688016.SH,心脉医疗,科创板,2019-07-22,2019-07-08,inquiry_start_date,5.684565675729068,242.418343067272,2019-07-04,2019-07-08,1000042199000000,1000042278000000,华菁证券有限公司,6000.0,7.535802,2.144269317854135,31.92,43.42,2.311275,1.1973333115945162,,3.52,,,,,0.0,,,,0.0,,,
688029.SH,南微医学,科创板,2019-07-22,2019-07-08,inquiry_start_date,5.940928860400088,110.69590085796,2019-07-04,2019-07-08,1000042199000000,1000042278000000,南京证券股份有限公司,6000.0,10.502465,2.4425613602260783,31.92,56.11,9.221093,2.324453526219545,,3.22,,,,,0.0,,,,1.0,5.684565675729068,242.418343067272,0.0
688088.SH,虹软科技,科创板,2019-07-22,2019-07-08,inquiry_start_date,5.9069758037826405,126.973684210526,2019-07-04,2019-07-08,1000042213000000,1000042333000000,华泰联合证券有限责任公司,6000.0,12.05462,2.5691420941058563,49.12,198.37,4.580713,1.7193165460081126,,5.14,,,,,2.0,5.71060026604512,125.3572488517255,0.0,0.0,,,
688122.SH,西部超导,科创板,2019-07-22,2019-07-08,inquiry_start_date,6.062400529531522,266.6,2019-07-04,2019-07-08,1000042212000000,1000042328000000,中信建投证券股份有限公司,6000.0,8.598785,2.2616365279640815,29.83,94.62,10.883905,2.4751849636269756,,2.62,,,,,2.0,5.974342684117968,89.58048720335404,0.0,2.0,5.771631279536503,117.6107902336571,0.0
688015.SH,交控科技,科创板,2019-07-22,2019-07-09,inquiry_start_date,5.968071296231432,134.239802224969,2019-07-06,2019-07-09,1000042211000000,1000042324000000,中国国际金融股份有限公司,6000.0,6.120351,1.962957021961599,38.15,147.75,11.625205,2.535695212653357,,2.63,,,,,1.0,4.963779857134553,109.74358974359,0.0,4.0,5.534970863772843,104.8342442961886,0.0
688020.SH,方邦股份,科创板,2019-07-22,2019-07-09,inquiry_start_date,5.88115039353105,87.6391982182628,2019-07-05,2019-07-09,1000042193000000,1000042244000000,华泰联合证券有限责任公司,6000.0,11.567476,2.531112206895083,31.2,,2.747074,1.3209752687491783,,3.09,,,,,3.0,5.776058778624293,125.89606063799233,0.0,6.0,5.803354959248728,183.7896625410933,0.0
688022.SH,ST瀚川,科创板,2019-07-22,2019-07-09,inquiry_start_date,5.536832566384668,94.610314075223,2019-07-05,2019-07-09,1000042211000000,1000042323000000,安信证券股份有限公司,6000.0,5.431837,1.8612601895157492,31.93,48.31,4.360176,1.6789968103645223,,3.47,,,,,0.0,,,,7.0,5.6756589373843065,108.60453899618919,0.0
688028.SH,沃尔德,科创板,2019-07-22,2019-07-09,inquiry_start_date,5.829899868050751,109.895052473763,2019-07-05,2019-07-09,1000042211000000,1000042322000000,中信建投证券股份有限公司,6000.0,4.716143,1.7432942772494402,31.93,34.98,2.622492,1.287162186790662,,2.62,,,,,4.0,5.950710960021012,135.63022887413652,0.0,5.0,5.621590950264561,110.71535588194467,0.0
688033.SH,*ST天宜,科创板,2019-07-22,2019-07-09,inquiry_start_date,5.791757942316591,96.759941089838,2019-07-05,2019-07-09,1000042211000000,1000042324000000,中信建投证券股份有限公司,6000.0,7.531027,2.143709752849459,38.15,41.62,5.578962,1.8838769821333876,,4.36,,,,,3.0,6.00369529925582,148.5869914689027,0.0,6.0,5.656309103228925,110.57863864724773,0.0
688066.SH,*ST航图,科创板,2019-07-22,2019-07-09,inquiry_start_date,5.90319574352515,175.942028985507,2019-07-06,2019-07-09,1000042213000000,1000042333000000,国信证券股份有限公司,6000.0,6.407717,2.002522294670321,49.07,47.79,4.233304,1.6550428185749027,,2.56,,,,,1.0,5.586410854356912,99.1250455705432,0.0,1.0,5.9069758037826405,126.973684210526,0.0
688388.SH,嘉元科技,科创板,2019-07-22,2019-07-09,inquiry_start_date,5.762097922577687,100.495399858457,2019-07-06,2019-07-09,1000042210000000,1000042320000000,东兴证券股份有限公司,6000.0,10.932663,2.479279429976415,31.2,84.44,11.533056,2.5283696338233446,,2.95,,,,,0.0,,,,2.0,5.699569006927909,92.59407800690946,0.0
688099.SH,晶晨股份,科创板,2019-08-08,2019-07-24,inquiry_start_date,5.25979896671501,272.363636363636,2019-07-19,2019-07-24,1000042193000000,1000042243000000,国泰君安证券股份有限公司,6000.0,15.942148,2.829804481657663,31.92,106.97,23.690694,3.2064264115080205,,6.03,,,,,0.0,,,,7.0,5.814468592717631,170.05388192354607,0.0
688188.SH,柏楚电子,科创板,2019-08-08,2019-07-24,inquiry_start_date,5.946411478789077,255.613881598134,2019-07-19,2019-07-24,1000042213000000,1000042332000000,中信证券股份有限公司,6000.0,9.381799,2.3400541767861056,48.97,59.91,2.452641,1.2391394454384166,,3.61,,,,,3.0,5.683762942088728,146.38662821227456,0.0,2.0,5.905085773653895,151.4578565980165,0.0
688321.SH,微芯生物,科创板,2019-08-12,2019-07-26,inquiry_start_date,6.273963585816363,366.519823788546,2019-07-22,2019-07-26,1000042199000000,1000042274000000,安信证券股份有限公司,6000.0,8.798118,2.282190326418001,30.79,61.48,1.47689,0.9070037409623929,,5.89,,,,,1.0,5.536832566384668,94.610314075223,0.0,2.0,5.812747268064578,176.557121962616,0.0
688168.SH,安博通,科创板,2019-09-06,2019-08-23,inquiry_start_date,6.575496114894042,216.526019690577,2019-08-20,2019-08-23,1000042213000000,1000042334000000,天风证券股份有限公司,6000.0,3.550438,1.5152234920660665,48.87,81.64,1.953465,1.082979057347891,,3.1,,,,,0.0,,,,3.0,5.918861008698957,186.17653159805567,0.0
688116.SH,天奈科技,科创板,2019-09-25,2019-09-10,inquiry_start_date,6.374870293409096,221.1875,2019-09-04,2019-09-10,1000042210000000,1000042320000000,民生证券股份有限公司,6000.0,9.68431724,2.368776987805763,16.53,38.71,3.275949,1.4530060660570596,,2.44,,,,,0.0,,,,3.0,5.7204119788111685,95.2278519574253,0.0
688030.SH,山石网科,科创板,2019-09-30,2019-09-12,inquiry_start_date,6.328222100165446,112.725546058879,2019-09-09,2019-09-12,1000042213000000,1000042334000000,中国国际金融股份有限公司,6000.0,9.838113,2.38306890336748,52.25,74.34,5.622768,1.8905134094464464,,3.1,,,,,2.0,5.465925576682993,121.99169598427949,0.0,4.0,6.083019785247728,193.763903621186,0.0
688068.SH,热景生物,科创板,2019-09-30,2019-09-12,inquiry_start_date,6.642177105437282,140.631364562118,2019-09-09,2019-09-12,1000042199000000,1000042278000000,中德证券有限责任公司,6000.0,3.468539,1.4970615095622166,32.45,52.57,1.87123,1.054740509389597,,2.94,,,,,0.0,,,,3.0,5.966486040648507,239.87802257125932,0.0
688036.SH,传音控股,科创板,2019-09-30,2019-09-16,inquiry_start_date,5.9667478404773515,64.4381223328592,2019-09-10,2019-09-16,1000042193000000,1000042247000000,中信证券股份有限公司,6000.0,31.483761,3.480740302924806,38.36,15.86,226.458812,5.426969175846326,,4.27,,,,,4.0,5.749425076263815,173.6934415587394,0.0,8.0,5.7451348894673036,182.84260122855733,0.0
688368.SH,晶丰明源,科创板,2019-10-14,2019-09-20,inquiry_start_date,6.394007222399553,84.121383203952,2019-09-17,2019-09-20,1000042193000000,1000042243000000,广发证券股份有限公司,6000.0,7.953296,2.1920217326491147,54.19,193.74,7.665912,2.15939716863888,,3.23,,,,,0.0,,,,9.0,5.769758550690643,169.6865480179242,0.0
688098.SH,申联生物,科创板,2019-10-28,2019-10-11,inquiry_start_date,6.487342864407765,318.295454545455,2019-10-08,2019-10-11,1000042189000000,1000042226000000,国信证券股份有限公司,6000.0,4.89825,1.7746556967446856,32.97,192.45,2.751374,1.3221221728742312,,2.9,,,,,2.0,5.744803298941031,137.5335372780251,0.0,0.0,,,
688139.SH,海尔生物,科创板,2019-10-25,2019-10-11,inquiry_start_date,6.626644236613262,96.2009014810045,2019-10-08,2019-10-11,1000042199000000,1000042278000000,国泰君安证券股份有限公司,6000.0,10.91425734,2.47773577877178,36.76,43.91,8.416686,2.242483222019578,,2.16,,,,,1.0,5.25979896671501,272.363636363636,0.0,4.0,6.135408806845701,215.066358068974,0.0
688108.SH,赛诺医疗,科创板,2019-10-30,2019-10-15,inquiry_start_date,6.6248378376265755,217.739628040057,2019-10-10,2019-10-15,1000042199000000,1000042278000000,中信证券股份有限公司,6000.0,3.095815,1.4099657207015666,36.76,64.44,3.804221,1.5694949064901742,,2.72,,,,,5.0,5.792889629106523,151.84237771356337,0.0,5.0,6.233655892799214,191.29326675138012,0.0
688366.SH,昊海生科,科创板,2019-10-30,2019-10-16,inquiry_start_date,6.603769148098808,46.4754006500056,2019-10-11,2019-10-16,1000042199000000,1000042278000000,瑞银证券有限责任公司,6000.0,15.431552,2.799203388939171,33.07,205.52,15.584527,2.808470152245561,34.52,3.02,,,,,0.0,,,,6.0,6.298852883603774,195.70099363282625,0.0
688369.SH,致远互联,科创板,2019-10-31,2019-10-16,inquiry_start_date,6.544663074113321,55.699534318688,2019-10-11,2019-10-16,1000042213000000,1000042334000000,中德证券有限责任公司,6000.0,4.594846,1.7218458168095667,55.38,92.02,5.780925,1.9141135233249515,,3.23,,,,,1.0,6.642177105437282,140.631364562118,0.0,5.0,6.132060248231272,177.5562321087246,0.0
688025.SH,杰普特,科创板,2019-10-31,2019-10-17,inquiry_start_date,5.805249420198016,33.7437300501596,2019-10-14,2019-10-17,1000042211000000,1000042326000000,中国国际金融股份有限公司,6000.0,10.705458,2.4600552287549022,39.41,53.09,6.662542,2.036343782487112,,2.62,,,,,3.0,5.753357751177144,118.90297934247933,0.0,8.0,5.658305641009351,106.85526088106843,0.0
688058.SH,宝兰德,科创板,2019-11-01,2019-10-18,inquiry_start_date,6.814793250112262,26.3556116015133,2019-10-15,2019-10-18,1000042213000000,1000042334000000,东兴证券股份有限公司,6000.0,3.672514,1.5416972565977736,55.18,94.43,1.2237,0.7991724752032493,,3.54,,,,,1.0,5.762097922577687,100.495399858457,0.0,6.0,6.200827385878281,157.24678247705182,0.0
688199.SH,久日新材,科创板,2019-11-05,2019-10-21,inquiry_start_date,5.182807183504169,6.41871625674863,2019-10-16,2019-10-21,1000042190000000,1000042229000000,招商证券股份有限公司,6000.0,17.403041,2.9125159226982014,16.9,37.85,10.051588,2.4025741280456505,,2.81,,,,,1.0,5.844609067481193,106.246006389776,0.0,0.0,,,
688299.SH,长阳科技,科创板,2019-11-06,2019-10-21,inquiry_start_date,6.486816214349826,30.2698760029176,2019-10-16,2019-10-21,1000042193000000,1000042245000000,华安证券股份有限公司,6000.0,6.411563592,2.0030414281144187,28.78,69.44,6.910399,2.0681782229852597,,2.54,,,,,0.0,,,,10.0,5.8321834178615335,161.13003153652699,0.0
688363.SH,华熙生物,科创板,2019-11-06,2019-10-21,inquiry_start_date,6.036595405128252,78.070726093325,2019-10-16,2019-10-21,1000042219000000,1000042353000000,华泰联合证券有限责任公司,6000.0,32.740184,3.5186895305706463,33.11,43.6,12.631457,2.612380136547136,,12.6,,,,,4.0,5.8023316823509825,116.33184503305995,0.0,0.0,,,
688021.SH,奥福科技,科创板,2019-11-06,2019-10-22,inquiry_start_date,6.801936547248246,26.901031715705,2019-10-16,2019-10-22,1000042194000000,1000042249000000,安信证券股份有限公司,6000.0,6.431919,2.0057841026362135,36.47,45.81,2.482721,1.2478138848162457,,2.59,,,,,2.0,5.905398076100515,230.5650689318845,0.0,0.0,,,
688023.SH,安恒信息,科创板,2019-11-05,2019-10-22,inquiry_start_date,6.693018045363847,39.929203539823,2019-10-17,2019-10-22,1000042213000000,1000042334000000,国泰君安证券股份有限公司,6000.0,8.548565,2.2563908814221016,54.88,90.15,6.265868,1.9831877668296978,,2.99,,,,,2.0,5.943221601664137,184.28226892232024,0.0,7.0,6.288536795054563,138.54804378054632,0.0
688128.SH,中国电研,科创板,2019-11-05,2019-10-22,inquiry_start_date,5.843727298858184,43.2676955827568,2019-10-17,2019-10-22,1000042211000000,1000042323000000,中信建投证券股份有限公司,6000.0,9.903827,2.389113828531025,30.53,64.57,25.977969,3.2950205699623885,,3.9,,,,,5.0,5.92654874162696,130.48319359406182,0.0,9.0,5.67463272758587,98.7317574554119,0.0
688166.SH,博瑞医药,科创板,2019-11-08,2019-10-22,inquiry_start_date,6.6768936447444585,140.833988985051,2019-10-17,2019-10-22,1000042199000000,1000042274000000,民生证券股份有限公司,6000.0,4.406774,1.6876526118566335,33.15,83.98,4.075033,1.6243330273697643,,4.25,,,,,1.0,6.374870293409096,221.1875,0.0,8.0,6.382235329709088,167.04945602015613,0.0
688202.SH,美迪西,科创板,2019-11-05,2019-10-22,inquiry_start_date,6.870668694954444,71.0843373493976,2019-10-17,2019-10-22,1000042199000000,1000042279000000,广发证券股份有限公司,6000.0,4.114041,1.6319898940445225,70.21,103.11,3.249369,1.4467705013252412,,2.7,,,,,1.0,6.394007222399553,84.121383203952,0.0,9.0,6.414975142490796,164.1366263495889,0.0
688288.SH,鸿泉技术,科创板,2019-11-06,2019-10-22,inquiry_start_date,6.8155540214668555,25.0900360144058,2019-10-17,2019-10-22,1000042213000000,1000042332000000,东方证券承销保荐有限公司,6000.0,6.538912,2.020077874525811,38.97,56.06,2.479023,1.2467515072430941,,3.07,,,,,0.0,,,,8.0,6.339096951343223,126.2206887504559,0.0
688389.SH,普门科技,科创板,2019-11-05,2019-10-22,inquiry_start_date,6.6609961879512625,115.714285714286,2019-10-17,2019-10-22,1000042199000000,1000042278000000,国信证券股份有限公司,6000.0,6.826378,2.05749982315846,36.47,66.67,3.234293,1.4432163720188658,,3.84,,,,,3.0,5.992316487429942,197.78750970050177,0.0,7.0,6.342412349960207,174.3830517781376,0.0
688300.SH,联瑞新材,科创板,2019-11-15,2019-10-31,inquiry_start_date,6.52241245295747,61.2903225806452,2019-10-28,2019-10-31,1000042190000000,1000042234000000,东莞证券股份有限公司,6000.0,3.53145616,1.5110433359651836,12.97,44.75,2.78106,1.3300043936006605,,2.74,,,,,0.0,,,,1.0,5.182807183504169,6.41871625674863,0.0
688101.SH,三达膜,科创板,2019-11-15,2019-11-01,inquiry_start_date,6.727020143156741,48.9594742606791,2019-10-28,2019-11-01,1000042218000000,1000042349000000,长江证券承销保荐有限公司,6000.0,14.839156,2.7624851021384167,36.12,134.44,5.899088,1.9313892289544288,,2.01,,,,,0.0,,,,0.0,,,
688111.SH,金山办公,科创板,2019-11-18,2019-11-04,inquiry_start_date,4.68184692745564,175.512429132141,2019-10-30,2019-11-04,1000042213000000,1000042334000000,中国国际金融股份有限公司,6000.0,22.225826,3.145264849191267,54.84,97.86,11.296811,2.5093399604698545,,3.71,,,,,4.0,5.766330668432362,97.61316701939938,0.0,9.0,6.392036625801405,114.98394955756144,0.0
688138.SH,清溢光电,科创板,2019-11-20,2019-11-06,inquiry_start_date,6.7189741439625275,122.665148063781,2019-10-31,2019-11-06,1000042193000000,1000042243000000,广发证券股份有限公司,6000.0,4.666668,1.7346012906821964,38.6,85.18,4.073644,1.6240592971074506,,2.15,,,,,2.0,6.632337958676999,77.6028602766748,0.0,11.0,5.89169549026956,149.23365376074432,0.0
688196.SH,卓越新能,科创板,2019-11-21,2019-11-06,inquiry_start_date,6.1135080496282,18.495224784533,2019-10-31,2019-11-06,1000042190000000,1000042229000000,英大证券有限责任公司,6000.0,8.230038,2.2224631655160367,24.09,32.5,10.17536,2.413711354745849,,2.72,,,,,0.0,,,,2.0,5.852609818230819,33.85451941869692,0.0
688310.SH,迈得医疗,科创板,2019-12-03,2019-11-15,inquiry_start_date,6.70687932912341,25.1714400968132,2019-11-12,2019-11-15,1000042211000000,1000042326000000,广发证券股份有限公司,6000.0,3.999043,1.6092464941147828,36.04,59.99,2.148957,1.1470712868970432,,3.06,,,,,3.0,6.661216687105508,92.62362287237687,0.0,10.0,5.691542184713101,93.18535126814638,0.0
688358.SH,祥生医疗,科创板,2019-12-03,2019-11-18,inquiry_start_date,6.480936801799057,2.03839303384128,2019-11-13,2019-11-18,1000042199000000,1000042278000000,国金证券股份有限公司,6000.0,10.445433,2.437590785803773,36.02,69.28,3.269657,1.4515334961452249,,3.66,,,,,0.0,,,,10.0,6.46054449773716,154.83139744956978,0.0
688118.SH,普元信息,科创板,2019-12-04,2019-11-19,inquiry_start_date,6.7833632519751275,60.7806691449814,2019-11-14,2019-11-19,1000042213000000,1000042334000000,民生证券股份有限公司,6000.0,3.913019,1.5918886204698943,54.97,86.52,3.401916,1.482039900686854,,2.88,,,,,2.0,6.525881969076777,181.0107444925255,0.0,10.0,6.221017655966828,121.0367975150194,0.0
688357.SH,建龙微纳,科创板,2019-12-04,2019-11-19,inquiry_start_date,6.7709391833366785,-2.14879852125693,2019-11-14,2019-11-19,1000042190000000,1000042229000000,中天国富证券有限公司,6000.0,4.199038,1.648473608472771,16.52,75.3,3.782133,1.5648866812800675,,3.0,,,,,0.0,,,,3.0,5.939575895363279,28.734754540642275,0.0
688399.SH,硕世生物,科创板,2019-12-05,2019-11-20,inquiry_start_date,6.149258581850039,17.3150919196238,2019-11-15,2019-11-20,1000042199000000,1000042278000000,招商证券股份有限公司,6000.0,4.755112,1.7500885033224436,34.38,114.78,2.307003,1.1960423411658605,,2.84,,,,,2.0,5.5137081254926805,56.33236132326231,0.0,11.0,6.462398343560969,140.94112432086717,0.0
688258.SH,卓易信息,科创板,2019-12-09,2019-11-21,inquiry_start_date,6.428525378288945,108.380520951302,2019-11-18,2019-11-21,1000042213000000,1000042333000000,中信建投证券股份有限公司,6000.0,4.130311,1.6351662811268073,55.19,58.41,1.75694,1.0141213690192104,,2.85,,,,,6.0,5.912745167832163,115.94727725884432,0.0,11.0,6.272139982876674,115.55896766319778,0.0
688198.SH,佰仁医疗,科创板,2019-12-09,2019-11-22,inquiry_start_date,6.26681603439757,49.4087837837838,2019-11-19,2019-11-22,1000042199000000,1000042278000000,国信证券股份有限公司,6000.0,5.148438,1.8161980658192567,36.11,123.53,1.10648,0.7450183079698348,,3.1,,,,,4.0,6.159486412560272,177.26920370394782,0.0,12.0,6.436303363418392,130.6389549540969,0.0
688218.SH,江苏北人,科创板,2019-12-11,2019-11-22,inquiry_start_date,6.423057822270816,84.7350230414747,2019-11-18,2019-11-22,1000042211000000,1000042326000000,东吴证券股份有限公司,6000.0,4.381267,1.6829238483062194,36.11,55.17,4.126245,1.6343734223517958,,2.52,,,,,0.0,,,,11.0,5.7838455614776745,87.00226843438882,0.0
688039.SH,当虹科技,科创板,2019-12-11,2019-11-27,inquiry_start_date,6.5794786861359,54.080824088748,2019-11-22,2019-11-27,1000042213000000,1000042333000000,中信证券股份有限公司,6000.0,6.802677,2.054466879942343,55.18,119.75,2.035519,1.1103824148341224,,3.05,,,,,6.0,5.931547663859864,162.82525276797898,0.0,12.0,6.28517209916103,114.9607637705398,0.0
688037.SH,芯源微,科创板,2019-12-16,2019-11-29,inquiry_start_date,6.596093033428026,139.154616240267,2019-11-26,2019-11-29,1000042193000000,1000042243000000,国信证券股份有限公司,6000.0,4.384156,1.6834605666626372,36.05,253.59,2.099905,1.1313714658602376,,3.11,,,,,5.0,6.1809523369277315,151.697119719915,0.0,12.0,5.960635378077307,147.0196116193307,0.0
688089.SH,嘉必优,科创板,2019-12-19,2019-12-05,inquiry_start_date,7.499914536817516,93.1799163179917,2019-12-02,2019-12-05,1000042190000000,1000042229000000,国泰君安证券股份有限公司,6000.0,6.133129,1.9647499880896113,39.19,49.31,2.861056,1.350940721191421,,2.4,,,,,3.0,6.19315374956404,136.16458046148782,0.0,4.0,6.147416717356629,21.013866275167473,0.25
688123.SH,聚辰股份,科创板,2019-12-23,2019-12-09,inquiry_start_date,7.270110986784329,139.187969924812,2019-12-04,2019-12-09,1000042193000000,1000042243000000,中国国际金融股份有限公司,6000.0,8.168009,2.2157201416472945,39.27,168.51,4.321922,1.6718345163037884,,3.15,,,,,5.0,5.549433920237017,113.19301944194771,0.0,13.0,6.00951673618121,146.41461197478733,0.0
688268.SH,华特气体,科创板,2019-12-26,2019-12-12,inquiry_start_date,7.574762621475933,134.657039711191,2019-12-09,2019-12-12,1000042193000000,1000042248000000,中信建投证券股份有限公司,6000.0,5.317389,1.8433059898844608,16.48,86.26,8.175437,2.2165300222341817,,2.29,,,,,7.0,5.9864280550402755,114.86631207205255,0.0,14.0,6.099559182652861,145.89842325693195,0.0
688078.SH,龙软科技,科创板,2019-12-30,2019-12-13,inquiry_start_date,7.72202768164377,126.493747105141,2019-12-10,2019-12-13,1000042213000000,1000042334000000,方正证券承销保荐有限责任公司,6000.0,3.129861,1.4182437502322256,55.63,33.48,1.254774,0.8130497462026185,,3.1,,,,,0.0,,,,13.0,6.307811067389865,110.27769148732503,0.0
688081.SH,兴图新科,科创板,2020-01-06,2019-12-19,inquiry_start_date,7.637192439982922,86.9195320808224,2019-12-16,2019-12-19,1000042212000000,1000042331000000,中泰证券股份有限公司,6000.0,4.586847,1.7204150851011408,40.47,160.56,1.981364,1.0923809139171334,,3.14,,,,,0.0,,,,3.0,5.868554362868175,167.27386015577142,0.0
688181.SH,八亿时空,科创板,2020-01-06,2019-12-20,inquiry_start_date,7.472288499361207,39.3587994542974,2019-12-17,2019-12-20,1000042193000000,1000042245000000,首创证券股份有限公司,6000.0,3.925597,1.5944454855518224,40.6,36.6,3.940324,1.5974309160936295,,2.83,,,,,0.0,,,,15.0,6.197906078574399,145.14899768721588,0.0
688178.SH,万德斯,科创板,2020-01-14,2019-12-27,inquiry_start_date,7.5963936099397875,102.896825396825,2019-12-24,2019-12-27,1000042218000000,1000042349000000,广发证券股份有限公司,6000.0,5.9028,1.9319271263912867,21.4,20.2,4.925642,1.7792890355816573,,2.21,,,,,4.0,6.672632347609984,75.76057717848596,0.0,1.0,6.727020143156741,48.9594742606791,0.0
688100.SH,威胜信息,科创板,2020-01-21,2020-01-02,inquiry_start_date,7.450771132948158,192.452830188679,2019-12-27,2020-01-02,1000042215000000,1000042343000000,中国国际金融股份有限公司,6000.0,6.832226,2.0582467607873687,41.94,73.13,10.38641,2.432420539014601,,3.35,,,,,6.0,5.836213431328236,117.52551118909177,0.0,0.0,,,
