board,listing_year,feature,n,mean_shap,mean_abs_shap
创业板,2025.0,market_turnover_ma20_over_ma60,28,0.0062127701249309235,0.0457106912543753
创业板,2025.0,total_issue_shares_10k,28,-0.0028305867371820133,0.04101340980222201
创业板,2025.0,strategic_allocation_share_pct,28,-0.00214267359878898,0.027924773559287186
创业板,2025.0,online_issue_before_clawback_10k,28,-0.0031366281714977607,0.024368188628809306
创业板,2025.0,market_return_ma20,28,-0.01175553866661752,0.02171034748934476
创业板,2025.0,board,28,0.02115375802732412,0.021226947841765043
创业板,2025.0,strategic_allocation_10k,28,-0.0055396053477515085,0.020555157491466435
创业板,2025.0,market_turnover_pct_rank_1y,28,-0.006125580833506036,0.019965227084485917
创业板,2025.0,same_board_concurrent_ipo_count,28,0.018143386210608646,0.01852194501786476
创业板,2025.0,comparable_pe_avg_ex_nonrecurring,28,0.004132913778301231,0.01747280228914866
创业板,2025.0,concurrent_offline_issue_sum_10k,28,0.0035769339868301953,0.013894105449566844
创业板,2025.0,concurrent_ipo_count,28,0.01106080711674146,0.011189183021222739
创业板,2025.0,same_board_break_rate_ma10,28,0.010249866896497376,0.010249866896497376
创业板,2025.0,industry_pe_at_ipo,28,-0.000995037268330749,0.010121402681032843
创业板,2026.0,market_turnover_ma20,8,0.3199654959901046,0.3199654959901046
创业板,2026.0,recent_ipo_first_day_return_ma20,8,0.12228140090096332,0.12228140090096332
创业板,2026.0,subscription_step_10k,8,0.10788824142393594,0.10788824142393594
创业板,2026.0,subscription_lower_limit_10k,8,0.015401387645757906,0.042698513960503344
创业板,2026.0,offline_issue_before_clawback_10k,8,0.02351831701609058,0.04194609258402288
创业板,2026.0,offline_issue_before_share_pct,8,-0.01254994248818536,0.04025009503061364
创业板,2026.0,subscription_upper_limit_10k,8,-0.000650498925634734,0.03915212757476992
创业板,2026.0,market_turnover_pct_rank_1y,8,0.01205888483846623,0.033480471435863426
创业板,2026.0,market_turnover_ma20_over_ma60,8,0.03014566845548331,0.03014566845548331
创业板,2026.0,strategic_allocation_share_pct,8,0.020212346876747226,0.02813715990366866
创业板,2026.0,strategic_allocation_10k,8,-0.01100962933856824,0.026273031555414498
创业板,2026.0,total_issue_shares_10k,8,0.022231872412599857,0.022309866851617007
创业板,2026.0,same_board_concurrent_ipo_count,8,0.019390102338376694,0.019390102338376694
创业板,2026.0,online_issue_before_clawback_10k,8,0.012458506249178014,0.01890514596084443
创业板,2026.0,board,8,0.018462554850015755,0.018462554850015755
创业板,2026.0,concurrent_ipo_count,8,0.018420337250062663,0.018420337250062663
创业板,2026.0,comparable_pe_avg_ex_nonrecurring,8,-0.002429158541547534,0.013726183842912689
创业板,2026.0,same_board_break_rate_ma10,8,0.012238522834199985,0.012238522834199985
创业板,2026.0,market_return_ma20,8,0.010570762405019907,0.012165837615792614
创业板,2026.0,concurrent_offline_issue_sum_10k,8,-0.005818389947420415,0.010187396294713111
创业板,2026.0,industry_pe_at_ipo,8,0.007120165401396697,0.008013887811477027
北交所,2020.0,subscription_step_10k,30,-2.883798228332494,2.883798228332494
北交所,2020.0,board,30,-0.8324025272494737,0.8324025272494737
北交所,2020.0,subscription_lower_limit_10k,30,-0.6998514216138774,0.6998514216138774
北交所,2020.0,recent_ipo_first_day_return_ma20,30,-0.20242874218126553,0.23694397183156726
北交所,2020.0,subscription_upper_limit_10k,30,0.0007268113817066971,0.14793902040261578
北交所,2020.0,online_issue_before_clawback_10k,30,0.020540997941666604,0.1362077317692221
北交所,2020.0,same_board_concurrent_ipo_count,30,-0.10368658961738318,0.10865729353249644
北交所,2020.0,concurrent_ipo_count,30,-0.09540896728202743,0.09863416715387006
北交所,2020.0,offline_issue_before_share_pct,30,0.031953167108156634,0.0832715625452715
北交所,2020.0,market_turnover_ma20_over_ma60,30,-0.04696040424451493,0.08212273366009763
北交所,2020.0,offline_issue_before_clawback_10k,30,0.049273933713478255,0.07215170394568132
北交所,2020.0,total_issue_shares_10k,30,0.007342243125300887,0.06937460854997163
北交所,2020.0,comparable_pe_avg_ex_nonrecurring,30,-0.0482407651413911,0.0482407651413911
北交所,2020.0,strategic_allocation_10k,30,-0.004311762092613635,0.03211364847057278
北交所,2020.0,market_return_ma20,30,-0.012661545526404009,0.030778405165353965
北交所,2020.0,concurrent_offline_issue_sum_10k,30,0.009942110873946648,0.027863862075788257
北交所,2020.0,strategic_allocation_share_pct,30,-0.007988864284315163,0.027276428390696376
北交所,2020.0,market_turnover_ma20,30,0.007152095302712808,0.026766638209344232
北交所,2020.0,market_turnover_pct_rank_1y,30,-0.0028079827962482332,0.019464159260526834
北交所,2020.0,industry_pe_at_ipo,30,-0.00029282732314129915,0.008077964920882846
北交所,2020.0,same_board_break_rate_ma10,30,0.0006334149434430122,0.006867641250141881
北交所,2021.0,subscription_step_10k,5,-2.846354567218183,2.846354567218183
北交所,2021.0,board,5,-0.8593835814251669,0.8593835814251669
北交所,2021.0,subscription_lower_limit_10k,5,-0.812080948290304,0.812080948290304
北交所,2021.0,recent_ipo_first_day_return_ma20,5,-0.2699681188867866,0.2699681188867866
北交所,2021.0,offline_issue_before_clawback_10k,5,0.0797228271752142,0.0797228271752142
北交所,2021.0,concurrent_offline_issue_sum_10k,5,0.040735742674832834,0.06777662129761025
北交所,2021.0,comparable_pe_avg_ex_nonrecurring,5,-0.06652736680147478,0.06652736680147478
北交所,2021.0,total_issue_shares_10k,5,0.06163918609589466,0.06163918609589466
北交所,2021.0,market_return_ma20,5,0.03606698443883259,0.054449113464981914
北交所,2021.0,subscription_upper_limit_10k,5,-0.050606320512036965,0.05426802036602746
北交所,2021.0,offline_issue_before_share_pct,5,-0.012852338864042218,0.051529183246967106
北交所,2021.0,online_issue_before_clawback_10k,5,0.048163353658544544,0.048163353658544544
北交所,2021.0,strategic_allocation_share_pct,5,-0.022389593202974532,0.04694160500990662
北交所,2021.0,market_turnover_ma20,5,0.008354894577160297,0.03189353664090736
北交所,2021.0,strategic_allocation_10k,5,0.030298624382065847,0.03185731974072548
北交所,2021.0,concurrent_ipo_count,5,0.019140641805019107,0.020799193192720687
北交所,2021.0,market_turnover_ma20_over_ma60,5,-0.013782109030034368,0.018005213365736888
北交所,2021.0,market_turnover_pct_rank_1y,5,-0.0150438916966016,0.016674440676296292
北交所,2021.0,same_board_break_rate_ma10,5,-0.00028617851359566507,0.010552921201695268
北交所,2021.0,same_board_concurrent_ipo_count,5,-0.00236294088174348,0.009687447545257775
北交所,2021.0,industry_pe_at_ipo,5,-0.0014375097096102928,0.0014375097096102928
北交所,2022.0,subscription_step_10k,3,-2.9369429323769194,2.9369429323769194
北交所,2022.0,board,3,-0.8833772757562683,0.8833772757562683
北交所,2022.0,subscription_lower_limit_10k,3,-0.7940659123344119,0.7940659123344119
北交所,2022.0,subscription_upper_limit_10k,3,0.0650558401768952,0.20700542430012772
北交所,2022.0,online_issue_before_clawback_10k,3,-0.015106857625017548,0.19123000360931208
北交所,2022.0,recent_ipo_first_day_return_ma20,3,-0.1464664799840433,0.1464664799840433
北交所,2022.0,market_return_ma20,3,0.10733772041112775,0.10733772041112775
北交所,2022.0,total_issue_shares_10k,3,-0.007314908649785336,0.09408206729269526
北交所,2022.0,strategic_allocation_10k,3,-0.04803369808861671,0.08963261715535935
北交所,2022.0,market_turnover_ma20_over_ma60,3,0.08939640506137697,0.08939640506137697
北交所,2022.0,offline_issue_before_clawback_10k,3,0.03080082100571525,0.0822795547592387
北交所,2022.0,concurrent_offline_issue_sum_10k,3,0.021646258603195283,0.07449063438185542
北交所,2022.0,market_turnover_ma20,3,0.01894167787153244,0.06368903471453845
北交所,2022.0,offline_issue_before_share_pct,3,2.6721331019612566e-05,0.05931775089651468
北交所,2022.0,strategic_allocation_share_pct,3,-0.04412795333400429,0.04412795333400429
北交所,2022.0,comparable_pe_avg_ex_nonrecurring,3,-0.02688825229072139,0.04038239347879009
北交所,2022.0,market_turnover_pct_rank_1y,3,-0.02677456213168845,0.02677456213168845
北交所,2022.0,concurrent_ipo_count,3,0.012064321066635,0.01521446902563265
北交所,2022.0,industry_pe_at_ipo,3,0.003288595746330577,0.013003558940889373
北交所,2022.0,same_board_break_rate_ma10,3,-0.011343399079152883,0.012661226670554174
北交所,2022.0,same_board_concurrent_ipo_count,3,-0.0020476933927368276,0.005391985065364691
北交所,2023.0,subscription_step_10k,2,-3.2684342136890807,3.2684342136890807
北交所,2023.0,subscription_lower_limit_10k,2,-1.0224339670961813,1.0224339670961813
北交所,2023.0,board,2,-0.9723434495656751,0.9723434495656751
北交所,2023.0,online_issue_before_clawback_10k,2,-0.32771665647501674,0.32771665647501674
北交所,2023.0,recent_ipo_first_day_return_ma20,2,-0.22032876603795143,0.22032876603795143
北交所,2023.0,strategic_allocation_10k,2,-0.125581593658044,0.125581593658044
北交所,2023.0,offline_issue_before_share_pct,2,-0.10622308344511201,0.10622308344511201
北交所,2023.0,total_issue_shares_10k,2,-0.10404599378408907,0.10404599378408907
北交所,2023.0,strategic_allocation_share_pct,2,-0.09504183857225978,0.09504183857225978
北交所,2023.0,market_return_ma20,2,-0.09136190996205723,0.09136190996205723
北交所,2023.0,subscription_upper_limit_10k,2,-0.09076287725767823,0.09076287725767823
北交所,2023.0,market_turnover_pct_rank_1y,2,-0.08048286623909207,0.08048286623909207
北交所,2023.0,offline_issue_before_clawback_10k,2,-0.07577632289387667,0.07577632289387667
北交所,2023.0,comparable_pe_avg_ex_nonrecurring,2,-0.056969758871032686,0.056969758871032686
北交所,2023.0,concurrent_offline_issue_sum_10k,2,-0.04563692405224129,0.055307417532738434
北交所,2023.0,market_turnover_ma20_over_ma60,2,-0.052041001160827424,0.052041001160827424
北交所,2023.0,market_turnover_ma20,2,-0.039532756504315106,0.039532756504315106
北交所,2023.0,same_board_break_rate_ma10,2,-0.010961307866917572,0.015558182509329454
北交所,2023.0,concurrent_ipo_count,2,0.002104256020986124,0.010776230895965404
北交所,2023.0,industry_pe_at_ipo,2,-0.010405775445606358,0.010405775445606358
北交所,2023.0,same_board_concurrent_ipo_count,2,-0.0036199508855815723,0.007126614073744044
北交所,2026.0,subscription_step_10k,1,-2.8944604098819684,2.8944604098819684
北交所,2026.0,board,1,-0.8281903406677883,0.8281903406677883
北交所,2026.0,subscription_lower_limit_10k,1,-0.5526221029988294,0.5526221029988294
北交所,2026.0,market_turnover_ma20,1,0.3968211860497571,0.3968211860497571
北交所,2026.0,subscription_upper_limit_10k,1,0.3451819086511571,0.3451819086511571
北交所,2026.0,recent_ipo_first_day_return_ma20,1,0.2236218498258089,0.2236218498258089
北交所,2026.0,market_return_ma20,1,0.1990424060929091,0.1990424060929091
北交所,2026.0,offline_issue_before_share_pct,1,0.1719685309835774,0.1719685309835774
北交所,2026.0,market_turnover_ma20_over_ma60,1,0.14313865609318613,0.14313865609318613
北交所,2026.0,market_turnover_pct_rank_1y,1,0.0789063441604599,0.0789063441604599
北交所,2026.0,offline_issue_before_clawback_10k,1,0.07559193103477861,0.07559193103477861
北交所,2026.0,online_issue_before_clawback_10k,1,-0.06888634613927615,0.06888634613927615
北交所,2026.0,strategic_allocation_10k,1,0.055086820639368074,0.055086820639368074
北交所,2026.0,concurrent_offline_issue_sum_10k,1,0.0464375151686725,0.0464375151686725
北交所,2026.0,strategic_allocation_share_pct,1,0.04192197973358632,0.04192197973358632
