listing_year,sample_count,label_count,median_oversubscription,median_subscription_rate_pct,median_first_day_return_pct,break_rate,median_total_issue_shares_10k,median_offline_issue_before_10k,median_offline_issue_before_share_pct,median_strategic_allocation_share_pct,median_subscription_upper_limit_10k,median_subscription_lower_limit_10k,median_market_turnover_ma20,median_recent_ipo_return_ma20,median_concurrent_ipo_count,median_same_board_break_rate_ma10,label_coverage
2019.0,70,70,497.5837,0.2016663567079812,97.94249333019059,0.014285714285714285,3000.0,2005.5,67.19427711385354,5.0,365.0,100.0,4538.153339054499,142.2694560311472,14.0,0.0,1.0
2020.0,244,226,2073.2658,0.04823308701888056,129.673767311393,0.0778688524590164,2933.5,2030.5016,66.50178233430623,6.366736122960253,1000.0,100.0,8300.870247474999,183.69808105775323,14.0,0.0,0.9262295081967213
2021.0,401,309,4377.2236,0.02284553158307928,144.557823129252,0.05486284289276808,2657.0,2145.0,66.50045330915685,14.283851930995207,1000.0,100.0,10364.068651546499,193.08904334715464,14.0,0.0,0.770573566084788
2022.0,357,248,2656.2578,0.037646992820010994,15.8122297714639,0.3389355742296919,2500.0,2145.0,68.2980789760299,14.174301886328445,1000.0,100.0,9521.554826943,30.163184882056157,11.0,0.3,0.6946778711484594
2023.0,290,204,3251.0783,0.03075904689675325,35.833102669971154,0.17586206896551723,2622.53615,2373.2145499999997,68.6938659888074,17.391131512254844,1100.0,100.0,8910.9407964815,36.958654974831035,11.0,0.2,0.7034482758620689
2024.0,100,66,3565.724,0.028044827107918634,166.673796809968,0.01,2883.5,2121.46205,60.0,17.391304347826086,1000.0,100.0,8021.665045455,134.98256058026635,3.0,0.0,0.66
2025.0,116,83,4532.8071,0.022061384434382835,224.998457305839,0.0,3694.96645,2586.0043,60.0,17.391304347826086,1200.0,100.0,17943.098152106002,250.78745513373207,4.0,0.0,0.7155172413793104
2026.0,57,29,5358.2863,0.018662683253785825,161.12099359827852,0.0,2307.25,2791.8309,60.00057188570774,10.0,1400.0,100.0,24163.886861704,231.57789363093957,4.0,0.0,0.5087719298245614
,4,0,,,,0.0,,,,,,,,224.02329443025025,,,0.0
