security_code,security_name,board,listing_year,period,log_offline_oversubscription,feature,shap,abs_shap
688001.SH,华兴源创,科创板,2019.0,2019-2020 注册制早期,5.6380959169990374,total_issue_shares_10k,-0.014011658831707192,0.014011658831707192
688002.SH,睿创微纳,科创板,2019.0,2019-2020 注册制早期,5.608255671390708,total_issue_shares_10k,-0.06827525159760947,0.06827525159760947
688003.SH,天准科技,科创板,2019.0,2019-2020 注册制早期,5.524329200404139,total_issue_shares_10k,-0.05813987501279909,0.05813987501279909
688004.SH,博汇科技,科创板,2020.0,2019-2020 注册制早期,7.8024303057273885,total_issue_shares_10k,0.05795458513414348,0.05795458513414348
688005.SH,容百科技,科创板,2019.0,2019-2020 注册制早期,5.812727159498906,total_issue_shares_10k,0.005375490798192173,0.005375490798192173
688006.SH,杭可科技,科创板,2019.0,2019-2020 注册制早期,5.586410854356912,total_issue_shares_10k,-0.005942808333864811,0.005942808333864811
688007.SH,光峰科技,科创板,2019.0,2019-2020 注册制早期,5.783104615091201,total_issue_shares_10k,-0.039224403452421,0.039224403452421
688008.SH,澜起科技,科创板,2019.0,2019-2020 注册制早期,5.630305995376569,total_issue_shares_10k,-0.1590368287228607,0.1590368287228607
688009.SH,中国通号,科创板,2019.0,2019-2020 注册制早期,4.963779857134553,total_issue_shares_10k,-0.40407255238836703,0.40407255238836703
688010.SH,福光股份,科创板,2019.0,2019-2020 注册制早期,5.7026518357248275,total_issue_shares_10k,-0.007892089080482584,0.007892089080482584
688011.SH,新光光电,科创板,2019.0,2019-2020 注册制早期,5.935006887682297,total_issue_shares_10k,0.006739789649408274,0.006739789649408274
688012.SH,中微公司,科创板,2019.0,2019-2020 注册制早期,5.8310322625809725,total_issue_shares_10k,-0.014446271049703092,0.014446271049703092
688013.SH,天臣医疗,科创板,2020.0,2019-2020 注册制早期,7.715525842081089,total_issue_shares_10k,0.03690827405344516,0.03690827405344516
688015.SH,交控科技,科创板,2019.0,2019-2020 注册制早期,5.968071296231432,total_issue_shares_10k,-0.01648379827368846,0.01648379827368846
688016.SH,心脉医疗,科创板,2019.0,2019-2020 注册制早期,5.684565675729068,total_issue_shares_10k,0.027118967989458932,0.027118967989458932
688017.SH,绿的谐波,科创板,2020.0,2019-2020 注册制早期,7.8868341634923205,total_issue_shares_10k,-0.0006900637540781464,0.0006900637540781464
688018.SH,乐鑫科技,科创板,2019.0,2019-2020 注册制早期,5.844609067481193,total_issue_shares_10k,0.028388884309089386,0.028388884309089386
688019.SH,安集科技,科创板,2019.0,2019-2020 注册制早期,6.0284259792376025,total_issue_shares_10k,0.052802383974100614,0.052802383974100614
688020.SH,方邦股份,科创板,2019.0,2019-2020 注册制早期,5.88115039353105,total_issue_shares_10k,0.033792861996641235,0.033792861996641235
688021.SH,奥福科技,科创板,2019.0,2019-2020 注册制早期,6.801936547248246,total_issue_shares_10k,0.03659596464515999,0.03659596464515999
688022.SH,ST瀚川,科创板,2019.0,2019-2020 注册制早期,5.536832566384668,total_issue_shares_10k,-0.0003478139258904516,0.0003478139258904516
688023.SH,安恒信息,科创板,2019.0,2019-2020 注册制早期,6.693018045363847,total_issue_shares_10k,0.034240028906451864,0.034240028906451864
688025.SH,杰普特,科创板,2019.0,2019-2020 注册制早期,5.805249420198016,total_issue_shares_10k,0.019064712631240464,0.019064712631240464
688026.SH,洁特生物,科创板,2020.0,2019-2020 注册制早期,7.675075358159464,total_issue_shares_10k,0.03306952927098447,0.03306952927098447
688027.SH,国盾量子,科创板,2020.0,2019-2020 注册制早期,7.755880525562393,total_issue_shares_10k,0.036753231960263553,0.036753231960263553
688029.SH,南微医学,科创板,2019.0,2019-2020 注册制早期,5.940928860400088,total_issue_shares_10k,-0.009726066376311925,0.009726066376311925
688030.SH,山石网科,科创板,2019.0,2019-2020 注册制早期,6.328222100165446,total_issue_shares_10k,-0.028202156316103635,0.028202156316103635
688031.SH,星环科技-U,科创板,2022.0,2021-2022 扩容与破发阶段,6.779326048165168,total_issue_shares_10k,-0.0175781322864444,0.0175781322864444
688028.SH,沃尔德,科创板,2019.0,2019-2020 注册制早期,5.829899868050751,total_issue_shares_10k,0.033534168406560295,0.033534168406560295
688032.SH,禾迈股份,科创板,2021.0,2021-2022 扩容与破发阶段,7.414171174171038,total_issue_shares_10k,0.06289501875496911,0.06289501875496911
688033.SH,*ST天宜,科创板,2019.0,2019-2020 注册制早期,5.791757942316591,total_issue_shares_10k,-0.0018566521699139352,0.0018566521699139352
688035.SH,德邦科技,科创板,2022.0,2021-2022 扩容与破发阶段,7.818855684385773,total_issue_shares_10k,0.009176832443083972,0.009176832443083972
688036.SH,传音控股,科创板,2019.0,2019-2020 注册制早期,5.9667478404773515,total_issue_shares_10k,-0.07021831381479808,0.07021831381479808
688037.SH,芯源微,科创板,2019.0,2019-2020 注册制早期,6.596093033428026,total_issue_shares_10k,0.032667811770656974,0.032667811770656974
688038.SH,中科通达,科创板,2021.0,2021-2022 扩容与破发阶段,8.537070619836312,total_issue_shares_10k,0.0069724772491038325,0.0069724772491038325
688039.SH,当虹科技,科创板,2019.0,2019-2020 注册制早期,6.5794786861359,total_issue_shares_10k,0.03430258606858119,0.03430258606858119
688041.SH,海光信息,科创板,2022.0,2021-2022 扩容与破发阶段,7.0989700073732065,total_issue_shares_10k,-0.27857633994277003,0.27857633994277003
688045.SH,必易微,科创板,2022.0,2021-2022 扩容与破发阶段,7.5095526122582,total_issue_shares_10k,0.02729873351949063,0.02729873351949063
688046.SH,药康生物,科创板,2022.0,2021-2022 扩容与破发阶段,7.654979007084658,total_issue_shares_10k,0.0024490553220520503,0.0024490553220520503
688047.SH,龙芯中科,科创板,2022.0,2021-2022 扩容与破发阶段,7.463985571159945,total_issue_shares_10k,-0.012660797020619284,0.012660797020619284
688048.SH,长光华芯,科创板,2022.0,2021-2022 扩容与破发阶段,7.446040435102559,total_issue_shares_10k,0.00686785853783331,0.00686785853783331
688049.SH,炬芯科技,科创板,2021.0,2021-2022 扩容与破发阶段,8.067417698924691,total_issue_shares_10k,0.013913020495313285,0.013913020495313285
688050.SH,爱博医疗,科创板,2020.0,2019-2020 注册制早期,7.8052835719765135,total_issue_shares_10k,0.035585263483037796,0.035585263483037796
688051.SH,佳华科技,科创板,2020.0,2019-2020 注册制早期,7.527829705211593,total_issue_shares_10k,0.02557638804430457,0.02557638804430457
688052.SH,纳芯微,科创板,2022.0,2021-2022 扩容与破发阶段,7.0629799247586,total_issue_shares_10k,0.01142754981798432,0.01142754981798432
688053.SH,ST思科瑞,科创板,2022.0,2021-2022 扩容与破发阶段,7.624943396423323,total_issue_shares_10k,0.030258632003217892,0.030258632003217892
688055.SH,龙腾光电,科创板,2020.0,2019-2020 注册制早期,7.89918925264771,total_issue_shares_10k,-0.14001965739498795,0.14001965739498795
688056.SH,莱伯泰科,科创板,2020.0,2019-2020 注册制早期,8.089811653304254,total_issue_shares_10k,0.044818350006979896,0.044818350006979896
688057.SH,金达莱,科创板,2020.0,2019-2020 注册制早期,7.245941117976369,total_issue_shares_10k,-0.013294020864265552,0.013294020864265552
688058.SH,宝兰德,科创板,2019.0,2019-2020 注册制早期,6.814793250112262,total_issue_shares_10k,0.054925295182679176,0.054925295182679176
688059.SH,华锐精密,科创板,2021.0,2021-2022 扩容与破发阶段,8.4011072523764,total_issue_shares_10k,0.08940647761883266,0.08940647761883266
688060.SH,云涌科技,科创板,2020.0,2019-2020 注册制早期,7.828517877141156,total_issue_shares_10k,0.06166784390213943,0.06166784390213943
688061.SH,灿瑞科技,科创板,2022.0,2021-2022 扩容与破发阶段,7.32091814981245,total_issue_shares_10k,0.024255263578764313,0.024255263578764313
688062.SH,迈威生物-U,科创板,2022.0,2021-2022 扩容与破发阶段,7.144544661004412,total_issue_shares_10k,-0.05906577388972634,0.05906577388972634
688063.SH,派能科技,科创板,2020.0,2019-2020 注册制早期,7.866028176917205,total_issue_shares_10k,0.0021086369521424214,0.0021086369521424214
688065.SH,凯赛生物,科创板,2020.0,2019-2020 注册制早期,6.3307253919445925,total_issue_shares_10k,-0.052741021222334754,0.052741021222334754
688066.SH,*ST航图,科创板,2019.0,2019-2020 注册制早期,5.90319574352515,total_issue_shares_10k,-0.007519792714947868,0.007519792714947868
688067.SH,爱威科技,科创板,2021.0,2021-2022 扩容与破发阶段,8.599288621581866,total_issue_shares_10k,0.051719676771566206,0.051719676771566206
688068.SH,热景生物,科创板,2019.0,2019-2020 注册制早期,6.642177105437282,total_issue_shares_10k,0.06755635216381102,0.06755635216381102
688069.SH,德林海,科创板,2020.0,2019-2020 注册制早期,7.765316928868563,total_issue_shares_10k,0.07365268509442811,0.07365268509442811
688070.SH,纵横股份,科创板,2021.0,2021-2022 扩容与破发阶段,8.175622065525054,total_issue_shares_10k,0.044475071253938646,0.044475071253938646
688071.SH,华依科技,科创板,2021.0,2021-2022 扩容与破发阶段,8.629724004936756,total_issue_shares_10k,0.032293119931453,0.032293119931453
688072.SH,拓荆科技,科创板,2022.0,2021-2022 扩容与破发阶段,7.550169218821511,total_issue_shares_10k,-0.00988882857851639,0.00988882857851639
688073.SH,毕得医药,科创板,2022.0,2021-2022 扩容与破发阶段,7.81020429477521,total_issue_shares_10k,0.03759567093665274,0.03759567093665274
688075.SH,安旭生物,科创板,2021.0,2021-2022 扩容与破发阶段,7.227449331493068,total_issue_shares_10k,0.038621219792967953,0.038621219792967953
688076.SH,ST诺泰,科创板,2021.0,2021-2022 扩容与破发阶段,8.457460002155713,total_issue_shares_10k,0.0033858645116940362,0.0033858645116940362
688077.SH,大地熊,科创板,2020.0,2019-2020 注册制早期,7.892134137184747,total_issue_shares_10k,0.046100673548138224,0.046100673548138224
688078.SH,龙软科技,科创板,2019.0,2019-2020 注册制早期,7.72202768164377,total_issue_shares_10k,0.04772739076100006,0.04772739076100006
688079.SH,美迪凯,科创板,2021.0,2021-2022 扩容与破发阶段,8.136138548781616,total_issue_shares_10k,-0.06054747858967015,0.06054747858967015
688080.SH,映翰通,科创板,2020.0,2019-2020 注册制早期,7.80549222902789,total_issue_shares_10k,0.0654224714135483,0.0654224714135483
688081.SH,兴图新科,科创板,2020.0,2019-2020 注册制早期,7.637192439982922,total_issue_shares_10k,0.04047582155085022,0.04047582155085022
688082.SH,盛美上海,科创板,2021.0,2021-2022 扩容与破发阶段,7.333987581721541,total_issue_shares_10k,0.012433067251879803,0.012433067251879803
688083.SH,中望软件,科创板,2021.0,2021-2022 扩容与破发阶段,7.931589350419647,total_issue_shares_10k,0.04869240129434213,0.04869240129434213
688084.SH,晶品特装,科创板,2022.0,2021-2022 扩容与破发阶段,8.202916927518487,total_issue_shares_10k,0.04616646711996121,0.04616646711996121
688085.SH,三友医疗,科创板,2020.0,2019-2020 注册制早期,7.4603493868058095,total_issue_shares_10k,-0.032002091851592245,0.032002091851592245
688087.SH,英科再生,科创板,2021.0,2021-2022 扩容与破发阶段,8.58420434058799,total_issue_shares_10k,0.005158385287659617,0.005158385287659617
688088.SH,虹软科技,科创板,2019.0,2019-2020 注册制早期,5.9069758037826405,total_issue_shares_10k,-0.0022185431690057386,0.0022185431690057386
688089.SH,嘉必优,科创板,2019.0,2019-2020 注册制早期,7.499914536817516,total_issue_shares_10k,0.004310100750282367,0.004310100750282367
688090.SH,瑞松科技,科创板,2020.0,2019-2020 注册制早期,7.675476069698172,total_issue_shares_10k,0.038623916927348956,0.038623916927348956
688091.SH,上海谊众,科创板,2021.0,2021-2022 扩容与破发阶段,8.242568301719524,total_issue_shares_10k,0.023149404693630485,0.023149404693630485
688092.SH,爱科科技,科创板,2021.0,2021-2022 扩容与破发阶段,8.43705347403741,total_issue_shares_10k,0.05815280824178213,0.05815280824178213
688093.SH,世华科技,科创板,2020.0,2019-2020 注册制早期,8.13136149040497,total_issue_shares_10k,0.016226753632529397,0.016226753632529397
688095.SH,福昕软件,科创板,2020.0,2019-2020 注册制早期,7.5682846869176075,total_issue_shares_10k,0.05364630997831551,0.05364630997831551
688096.SH,京源环保,科创板,2020.0,2019-2020 注册制早期,7.667921698029418,total_issue_shares_10k,0.029549473158099488,0.029549473158099488
688097.SH,博众精工,科创板,2021.0,2021-2022 扩容与破发阶段,8.56428324454888,total_issue_shares_10k,0.008562236643965628,0.008562236643965628
688098.SH,申联生物,科创板,2019.0,2019-2020 注册制早期,6.487342864407765,total_issue_shares_10k,-0.03936427896828653,0.03936427896828653
688099.SH,晶晨股份,科创板,2019.0,2019-2020 注册制早期,5.25979896671501,total_issue_shares_10k,-0.05171724206814586,0.05171724206814586
688100.SH,威胜信息,科创板,2020.0,2019-2020 注册制早期,7.450771132948158,total_issue_shares_10k,-0.02390082802029049,0.02390082802029049
688101.SH,三达膜,科创板,2019.0,2019-2020 注册制早期,6.727020143156741,total_issue_shares_10k,-0.05342244983170578,0.05342244983170578
688102.SH,斯瑞新材,科创板,2022.0,2021-2022 扩容与破发阶段,8.199343305446519,total_issue_shares_10k,0.006621272190648523,0.006621272190648523
688103.SH,国力电子,科创板,2021.0,2021-2022 扩容与破发阶段,8.605301170251552,total_issue_shares_10k,0.04101293137015331,0.04101293137015331
688105.SH,诺唯赞,科创板,2021.0,2021-2022 扩容与破发阶段,7.715527045877944,total_issue_shares_10k,0.0019011678543288072,0.0019011678543288072
688106.SH,金宏气体,科创板,2020.0,2019-2020 注册制早期,7.216396295232535,total_issue_shares_10k,-0.11566971478323818,0.11566971478323818
688107.SH,安路科技,科创板,2021.0,2021-2022 扩容与破发阶段,7.753460357279435,total_issue_shares_10k,-0.006965775345962593,0.006965775345962593
688108.SH,赛诺医疗,科创板,2019.0,2019-2020 注册制早期,6.6248378376265755,total_issue_shares_10k,-0.023813214530478317,0.023813214530478317
688109.SH,品茗科技,科创板,2021.0,2021-2022 扩容与破发阶段,8.352434767887331,total_issue_shares_10k,0.06142567327205897,0.06142567327205897
688110.SH,东芯股份,科创板,2021.0,2021-2022 扩容与破发阶段,7.715750347419116,total_issue_shares_10k,-0.13399720528448109,0.13399720528448109
688111.SH,金山办公,科创板,2019.0,2019-2020 注册制早期,4.68184692745564,total_issue_shares_10k,-0.1650818163688207,0.1650818163688207
688112.SH,鼎阳科技,科创板,2021.0,2021-2022 扩容与破发阶段,7.741927734011878,total_issue_shares_10k,0.024435463623862837,0.024435463623862837
688113.SH,联测科技,科创板,2021.0,2021-2022 扩容与破发阶段,8.508734275450783,total_issue_shares_10k,0.047420723792944694,0.047420723792944694
688114.SH,华大智造,科创板,2022.0,2021-2022 扩容与破发阶段,7.798586120983977,total_issue_shares_10k,-0.018362394458337934,0.018362394458337934
688115.SH,思林杰,科创板,2022.0,2021-2022 扩容与破发阶段,8.096573744162123,total_issue_shares_10k,0.03828587632919019,0.03828587632919019
688116.SH,天奈科技,科创板,2019.0,2019-2020 注册制早期,6.374870293409096,total_issue_shares_10k,-0.028806515341950757,0.028806515341950757
688117.SH,圣诺生物,科创板,2021.0,2021-2022 扩容与破发阶段,8.53174988676262,total_issue_shares_10k,0.025931360236496954,0.025931360236496954
688118.SH,普元信息,科创板,2019.0,2019-2020 注册制早期,6.7833632519751275,total_issue_shares_10k,0.035581020307216125,0.035581020307216125
688119.SH,中钢洛耐,科创板,2022.0,2021-2022 扩容与破发阶段,7.849673639841099,total_issue_shares_10k,-0.14490860228194244,0.14490860228194244
688120.SH,华海清科,科创板,2022.0,2021-2022 扩容与破发阶段,7.426908650598457,total_issue_shares_10k,0.0183309281847995,0.0183309281847995
688121.SH,卓然股份,科创板,2021.0,2021-2022 扩容与破发阶段,8.596709853059512,total_issue_shares_10k,-0.010685243200435748,0.010685243200435748
688122.SH,西部超导,科创板,2019.0,2019-2020 注册制早期,6.062400529531522,total_issue_shares_10k,0.00815245765683784,0.00815245765683784
688123.SH,聚辰股份,科创板,2019.0,2019-2020 注册制早期,7.270110986784329,total_issue_shares_10k,0.010458516214762143,0.010458516214762143
688125.SH,安达智能,科创板,2022.0,2021-2022 扩容与破发阶段,7.636413270664913,total_issue_shares_10k,0.030161596503509722,0.030161596503509722
688126.SH,沪硅产业,科创板,2020.0,2019-2020 注册制早期,6.31097916982742,total_issue_shares_10k,-0.5446625769195236,0.5446625769195236
688127.SH,蓝特光学,科创板,2020.0,2019-2020 注册制早期,8.051248449730336,total_issue_shares_10k,0.01232246960965613,0.01232246960965613
688128.SH,中国电研,科创板,2019.0,2019-2020 注册制早期,5.843727298858184,total_issue_shares_10k,-0.0316972989368778,0.0316972989368778
688129.SH,东来技术,科创板,2020.0,2019-2020 注册制早期,7.835868251958085,total_issue_shares_10k,0.0003321964710809535,0.0003321964710809535
688130.SH,晶华微,科创板,2022.0,2021-2022 扩容与破发阶段,7.570430056094019,total_issue_shares_10k,0.04465269758251199,0.04465269758251199
688131.SH,皓元医药,科创板,2021.0,2021-2022 扩容与破发阶段,8.252301591926416,total_issue_shares_10k,0.042805128777365954,0.042805128777365954
688132.SH,邦彦技术,科创板,2022.0,2021-2022 扩容与破发阶段,7.992144565255604,total_issue_shares_10k,0.01662430430961941,0.01662430430961941
688133.SH,泰坦科技,科创板,2020.0,2019-2020 注册制早期,7.935868025991329,total_issue_shares_10k,0.032866881118360086,0.032866881118360086
688135.SH,利扬芯片,科创板,2020.0,2019-2020 注册制早期,7.931750517220216,total_issue_shares_10k,0.005767691409214585,0.005767691409214585
688136.SH,科兴制药,科创板,2020.0,2019-2020 注册制早期,8.20293724724862,total_issue_shares_10k,-0.018360589239924896,0.018360589239924896
688137.SH,近岸蛋白,科创板,2022.0,2021-2022 扩容与破发阶段,7.753467053628671,total_issue_shares_10k,0.02779948726892456,0.02779948726892456
688138.SH,清溢光电,科创板,2019.0,2019-2020 注册制早期,6.7189741439625275,total_issue_shares_10k,-0.03571663579745519,0.03571663579745519
688139.SH,海尔生物,科创板,2019.0,2019-2020 注册制早期,6.626644236613262,total_issue_shares_10k,-0.04770422813130915,0.04770422813130915
688141.SH,杰华特,科创板,2022.0,2021-2022 扩容与破发阶段,7.606509063125992,total_issue_shares_10k,0.005571730776833119,0.005571730776833119
688143.SH,长盈通,科创板,2022.0,2021-2022 扩容与破发阶段,8.361085711637463,total_issue_shares_10k,0.056923809576159314,0.056923809576159314
688146.SH,中船特气,科创板,2023.0,2023 全面注册制切换,7.84816358985385,total_issue_shares_10k,-0.0776096416816193,0.0776096416816193
688147.SH,微导纳米,科创板,2022.0,2021-2022 扩容与破发阶段,7.899238822929772,total_issue_shares_10k,0.012072019251034275,0.012072019251034275
688148.SH,芳源股份,科创板,2021.0,2021-2022 扩容与破发阶段,8.28889163543797,total_issue_shares_10k,-0.023600616551225844,0.023600616551225844
688150.SH,莱特光电,科创板,2022.0,2021-2022 扩容与破发阶段,8.052703325401607,total_issue_shares_10k,-0.002444088316381051,0.002444088316381051
688151.SH,华强科技,科创板,2021.0,2021-2022 扩容与破发阶段,7.684515355732175,total_issue_shares_10k,-0.05011910604675335,0.05011910604675335
688152.SH,麒麟信安,科创板,2022.0,2021-2022 扩容与破发阶段,8.261389610522196,total_issue_shares_10k,0.06437303149901832,0.06437303149901832
688153.SH,唯捷创芯,科创板,2022.0,2021-2022 扩容与破发阶段,7.515325562285171,total_issue_shares_10k,-0.0038109293732415607,0.0038109293732415607
688155.SH,先惠技术,科创板,2020.0,2019-2020 注册制早期,7.921006174143442,total_issue_shares_10k,0.033878792992761086,0.033878792992761086
688156.SH,路德科技,科创板,2020.0,2019-2020 注册制早期,8.103235957057606,total_issue_shares_10k,0.03664552607536641,0.03664552607536641
688157.SH,松井股份,科创板,2020.0,2019-2020 注册制早期,7.6327533416982165,total_issue_shares_10k,0.0376274030564079,0.0376274030564079
688158.SH,优刻得-W,科创板,2020.0,2019-2020 注册制早期,6.9140055055578165,total_issue_shares_10k,-0.013858383076471366,0.013858383076471366
688159.SH,有方科技,科创板,2020.0,2019-2020 注册制早期,7.708667392271045,total_issue_shares_10k,0.0375281576777922,0.0375281576777922
688160.SH,步科股份,科创板,2020.0,2019-2020 注册制早期,8.107372742566008,total_issue_shares_10k,0.046181440941981594,0.046181440941981594
688161.SH,威高骨科,科创板,2021.0,2021-2022 扩容与破发阶段,8.448502060115423,total_issue_shares_10k,-0.00447826579299669,0.00447826579299669
688162.SH,巨一科技,科创板,2021.0,2021-2022 扩容与破发阶段,7.517176987140941,total_issue_shares_10k,-0.005697948977756914,0.005697948977756914
688163.SH,赛伦生物,科创板,2022.0,2021-2022 扩容与破发阶段,8.22311336356907,total_issue_shares_10k,0.026889327028671813,0.026889327028671813
688165.SH,埃夫特-U,科创板,2020.0,2019-2020 注册制早期,7.5040399555056965,total_issue_shares_10k,-0.11922186088370659,0.11922186088370659
688166.SH,博瑞医药,科创板,2019.0,2019-2020 注册制早期,6.6768936447444585,total_issue_shares_10k,-0.010653876900343234,0.010653876900343234
688167.SH,炬光科技,科创板,2021.0,2021-2022 扩容与破发阶段,8.284300193320304,total_issue_shares_10k,0.04660035361153852,0.04660035361153852
688168.SH,安博通,科创板,2019.0,2019-2020 注册制早期,6.575496114894042,total_issue_shares_10k,0.06758505228115277,0.06758505228115277
688169.SH,石头科技,科创板,2020.0,2019-2020 注册制早期,6.323731346116581,total_issue_shares_10k,0.023027316613452493,0.023027316613452493
688170.SH,德龙激光,科创板,2022.0,2021-2022 扩容与破发阶段,7.516467034664447,total_issue_shares_10k,0.014583592760805866,0.014583592760805866
688171.SH,纬德信息,科创板,2022.0,2021-2022 扩容与破发阶段,8.216402724807985,total_issue_shares_10k,0.04446316530470629,0.04446316530470629
688172.SH,燕东微,科创板,2022.0,2021-2022 扩容与破发阶段,7.2068583330232405,total_issue_shares_10k,-0.1746211338443029,0.1746211338443029
688173.SH,希荻微,科创板,2022.0,2021-2022 扩容与破发阶段,8.225056223972071,total_issue_shares_10k,0.019186785891342338,0.019186785891342338
688175.SH,高凌信息,科创板,2022.0,2021-2022 扩容与破发阶段,8.108405068203998,total_issue_shares_10k,0.03296664024340149,0.03296664024340149
688176.SH,亚虹医药-U,科创板,2022.0,2021-2022 扩容与破发阶段,7.0081358553000275,total_issue_shares_10k,-0.12744104426041958,0.12744104426041958
688177.SH,百奥泰,科创板,2020.0,2019-2020 注册制早期,6.710577919156195,total_issue_shares_10k,0.01720166459281929,0.01720166459281929
688178.SH,万德斯,科创板,2020.0,2019-2020 注册制早期,7.5963936099397875,total_issue_shares_10k,0.03740598476466145,0.03740598476466145
688179.SH,阿拉丁,科创板,2020.0,2019-2020 注册制早期,7.880738545080072,total_issue_shares_10k,0.025344667195145366,0.025344667195145366
688180.SH,君实生物-U,科创板,2020.0,2019-2020 注册制早期,6.821616067000556,total_issue_shares_10k,-0.13083023381970874,0.13083023381970874
688181.SH,八亿时空,科创板,2020.0,2019-2020 注册制早期,7.472288499361207,total_issue_shares_10k,0.026065668297425293,0.026065668297425293
688182.SH,灿勤科技,科创板,2021.0,2021-2022 扩容与破发阶段,7.54150626727202,total_issue_shares_10k,-0.06682097803807618,0.06682097803807618
688183.SH,生益电子,科创板,2021.0,2021-2022 扩容与破发阶段,8.031903531836742,total_issue_shares_10k,-0.09188882836991591,0.09188882836991591
688184.SH,ST帕瓦,科创板,2022.0,2021-2022 扩容与破发阶段,7.926174962631554,total_issue_shares_10k,0.004242575492571612,0.004242575492571612
688185.SH,康希诺,科创板,2020.0,2019-2020 注册制早期,6.977010316100676,total_issue_shares_10k,0.009062533004397594,0.009062533004397594
688186.SH,广大特材,科创板,2020.0,2019-2020 注册制早期,7.504797864273335,total_issue_shares_10k,-0.040593647344603856,0.040593647344603856
688187.SH,时代电气,科创板,2021.0,2021-2022 扩容与破发阶段,7.582369989254857,total_issue_shares_10k,-0.26251784254435706,0.26251784254435706
688188.SH,柏楚电子,科创板,2019.0,2019-2020 注册制早期,5.946411478789077,total_issue_shares_10k,-0.004142018633134961,0.004142018633134961
688189.SH,南新制药,科创板,2020.0,2019-2020 注册制早期,7.460871533494059,total_issue_shares_10k,-0.0056077996740710135,0.0056077996740710135
688190.SH,云路股份,科创板,2021.0,2021-2022 扩容与破发阶段,8.112155601908972,total_issue_shares_10k,0.013311358638700758,0.013311358638700758
688191.SH,智洋创新,科创板,2021.0,2021-2022 扩容与破发阶段,8.512172870667966,total_issue_shares_10k,0.02024414083395295,0.02024414083395295
688192.SH,迪哲医药-U,科创板,2021.0,2021-2022 扩容与破发阶段,7.5238001704309285,total_issue_shares_10k,-0.012906880028204518,0.012906880028204518
688193.SH,仁度生物,科创板,2022.0,2021-2022 扩容与破发阶段,7.876809186438992,total_issue_shares_10k,0.09484491454510538,0.09484491454510538
688195.SH,腾景科技,科创板,2021.0,2021-2022 扩容与破发阶段,8.565211686497078,total_issue_shares_10k,-0.003935450167360569,0.003935450167360569
688196.SH,卓越新能,科创板,2019.0,2019-2020 注册制早期,6.1135080496282,total_issue_shares_10k,-0.03817378277045517,0.03817378277045517
688197.SH,首药控股-U,科创板,2022.0,2021-2022 扩容与破发阶段,6.360569220895823,total_issue_shares_10k,-0.012858611844189141,0.012858611844189141
688198.SH,佰仁医疗,科创板,2019.0,2019-2020 注册制早期,6.26681603439757,total_issue_shares_10k,-0.0025221868262810558,0.0025221868262810558
688199.SH,久日新材,科创板,2019.0,2019-2020 注册制早期,5.182807183504169,total_issue_shares_10k,-0.06078565270373533,0.06078565270373533
688200.SH,华峰测控,科创板,2020.0,2019-2020 注册制早期,7.095108571998756,total_issue_shares_10k,0.047304859325162915,0.047304859325162915
688201.SH,ST信安,科创板,2021.0,2021-2022 扩容与破发阶段,8.382214992672314,total_issue_shares_10k,0.03719286041470257,0.03719286041470257
688202.SH,美迪西,科创板,2019.0,2019-2020 注册制早期,6.870668694954444,total_issue_shares_10k,0.04948664141810912,0.04948664141810912
688203.SH,海正生材,科创板,2022.0,2021-2022 扩容与破发阶段,8.202711571010461,total_issue_shares_10k,0.009599028419958161,0.009599028419958161
688205.SH,德科立,科创板,2022.0,2021-2022 扩容与破发阶段,7.726078543588823,total_issue_shares_10k,0.0251050901084986,0.0251050901084986
688206.SH,概伦电子,科创板,2021.0,2021-2022 扩容与破发阶段,8.079459218762752,total_issue_shares_10k,0.018146970999720506,0.018146970999720506
688207.SH,格灵深瞳,科创板,2022.0,2021-2022 扩容与破发阶段,7.2866346302994165,total_issue_shares_10k,0.00807298104871693,0.00807298104871693
688208.SH,道通科技,科创板,2020.0,2019-2020 注册制早期,7.201509379303855,total_issue_shares_10k,-0.0012053664988815865,0.0012053664988815865
688209.SH,英集芯,科创板,2022.0,2021-2022 扩容与破发阶段,7.930216962022527,total_issue_shares_10k,-0.009287312378690226,0.009287312378690226
688210.SH,统联精密,科创板,2021.0,2021-2022 扩容与破发阶段,8.321859437998633,total_issue_shares_10k,0.0425571306305811,0.0425571306305811
688211.SH,中科微至,科创板,2021.0,2021-2022 扩容与破发阶段,7.8889593992223634,total_issue_shares_10k,-0.01395674752524983,0.01395674752524983
688212.SH,澳华内镜,科创板,2021.0,2021-2022 扩容与破发阶段,8.057787002415099,total_issue_shares_10k,0.00821034957450503,0.00821034957450503
688213.SH,思特威-W,科创板,2022.0,2021-2022 扩容与破发阶段,6.82971232879342,total_issue_shares_10k,0.011607012685229692,0.011607012685229692
688215.SH,瑞晟智能,科创板,2020.0,2019-2020 注册制早期,7.93599048858987,total_issue_shares_10k,0.0713974228098762,0.0713974228098762
688216.SH,气派科技,科创板,2021.0,2021-2022 扩容与破发阶段,8.647750097137497,total_issue_shares_10k,0.02966321320300027,0.02966321320300027
688217.SH,睿昂基因,科创板,2021.0,2021-2022 扩容与破发阶段,8.538408232550925,total_issue_shares_10k,0.05507253198777219,0.05507253198777219
688218.SH,江苏北人,科创板,2019.0,2019-2020 注册制早期,6.423057822270816,total_issue_shares_10k,-0.0332398009896532,0.0332398009896532
